date,symbol,open,close,low,high,volume
2010-01-04,AAPL,213.429998,214.009998,212.38000099999996,214.499996,123432400.0
2010-01-04,GOOG,626.951088,626.751061,624.241073,629.511067,3927000.0
2010-01-05,AAPL,214.599998,214.379993,213.249994,215.589994,150476200.0
2010-01-05,GOOG,627.1810730000001,623.991055,621.541045,627.8410709999999,6031900.0
2010-01-06,AAPL,214.379993,210.969995,210.750004,215.23,138040000.0
2010-01-06,GOOG,625.861078,608.261023,606.361042,625.861078,7987100.0
2010-01-07,AAPL,211.75,210.58,209.050005,212.000006,119282800.0
2010-01-07,GOOG,609.401025,594.101005,592.651008,610.001045,12876600.0
2010-01-08,AAPL,210.299994,211.98000499999998,209.06000500000002,212.000006,111902700.0
2010-01-08,GOOG,592.000997,602.021036,589.110988,603.251034,9483900.0
2010-01-11,AAPL,212.79999700000002,210.11000299999998,208.450005,213.000002,115557400.0
2010-01-11,GOOG,604.46106,601.11102,594.041028,604.46106,14479800.0
2010-01-12,AAPL,209.18999499999998,207.720001,206.419998,209.76999500000002,148614900.0
2010-01-12,GOOG,597.651011,590.481036,588.0010070000001,598.161034,9742900.0
2010-01-13,AAPL,207.870005,210.650002,204.099998,210.92999500000002,151473000.0
2010-01-13,GOOG,576.4909650000001,587.090991,573.900966,588.3810269999999,13041800.0
2010-01-14,AAPL,210.11000299999998,209.43,209.020004,210.45999700000002,108223500.0
2010-01-14,GOOG,583.900972,589.850997,582.811024,594.2009879999999,8511900.0
2010-01-15,AAPL,210.92999500000002,205.93,205.869999,211.59999700000003,148516900.0
2010-01-15,GOOG,593.341025,580.0009650000001,578.0410059999999,593.561024,10909600.0
2010-01-19,AAPL,208.330002,215.039995,207.240004,215.18999900000003,182501900.0
2010-01-19,GOOG,581.201005,587.620986,576.290999,590.4209969999999,8665700.0
2010-01-20,AAPL,214.910006,211.73,209.500002,215.549994,153038200.0
2010-01-20,GOOG,585.981009,580.4110049999999,575.2909860000001,585.981009,6525700.0
2010-01-21,AAPL,212.079994,208.069996,207.210003,213.30999599999998,152038600.0
2010-01-21,GOOG,583.4410019999999,582.9809700000001,572.2510030000001,586.821,12662600.0
2010-01-22,AAPL,206.78000600000001,197.75,197.16,207.499996,220441900.0
2010-01-22,GOOG,564.50098,550.010933,534.860888,570.600979,13651700.0
2010-01-25,AAPL,202.51000200000001,203.070002,200.190002,204.699999,266424900.0
2010-01-25,GOOG,546.590929,540.000941,535.5109,549.8809309999999,8872800.0
2010-01-26,AAPL,205.95000100000001,205.940001,202.580004,213.710005,466777500.0
2010-01-26,GOOG,537.970896,542.420931,536.2909129999999,549.600954,8743600.0
2010-01-27,AAPL,206.849995,207.880005,199.530001,210.58,430642100.0
2010-01-27,GOOG,541.270944,542.100949,535.310934,547.65092,7958400.0
2010-01-28,AAPL,204.930004,199.289995,198.699995,205.500004,293375600.0
2010-01-28,GOOG,544.490921,534.290888,530.6008929999999,547.000908,6482300.0
2010-01-29,AAPL,201.079996,192.060003,190.250002,202.199995,311488100.0
2010-01-29,GOOG,538.490905,529.940896,525.610876,540.990906,8311900.0
2010-02-01,AAPL,192.36999699999998,194.729998,191.29999899999999,196.0,187469100.0
2010-02-01,GOOG,534.600945,533.020884,530.300883,535.8109099999999,4518400.0
2010-02-02,AAPL,195.909998,195.859997,193.37999299999998,196.319994,174585600.0
2010-02-02,GOOG,534.9609320000001,531.120903,527.610902,534.9609320000001,8223000.0
2010-02-03,AAPL,195.169994,199.229994,194.420004,200.200003,153832000.0
2010-02-03,GOOG,528.670892,540.820899,528.230894,542.100949,6020500.0
2010-02-04,AAPL,196.730003,192.050003,191.570005,198.370001,189413000.0
2010-02-04,GOOG,537.000902,526.780897,525.560885,538.0009150000001,6780600.0
2010-02-05,AAPL,192.63000300000002,195.460001,190.850002,196.0,212576700.0
2010-02-05,GOOG,528.400902,531.2909099999999,522.460925,533.500888,6335600.0
2010-02-08,AAPL,195.690006,194.11999699999998,193.999994,197.88000300000002,119567700.0
2010-02-08,GOOG,532.500936,533.47093,531.5308809999999,542.000905,5408700.0
2010-02-09,AAPL,196.419996,196.19000400000002,194.749998,197.499994,158221700.0
2010-02-09,GOOG,539.5409089999999,536.440949,535.0709009999999,541.5309490000001,5660200.0
2010-02-10,AAPL,195.889997,195.12000700000002,194.26,196.6,92590400.0
2010-02-10,GOOG,534.070888,534.450909,527.690913,537.790902,5369000.0
2010-02-11,AAPL,194.880001,198.669994,194.05999599999998,199.750006,137586400.0
2010-02-11,GOOG,533.3208940000001,536.400943,529.500898,540.4909309999999,4838000.0
2010-02-12,AAPL,198.109995,200.37999299999998,195.500002,201.639996,163867200.0
2010-02-12,GOOG,532.9708929999999,533.120928,530.50091,537.150938,4576400.0
2010-02-16,AAPL,201.940002,203.399996,201.520006,203.690002,135934400.0
2010-02-16,GOOG,536.8709,541.300902,534.300935,544.130933,7336100.0
2010-02-17,AAPL,204.190001,202.550003,200.860004,204.310003,109099200.0
2010-02-17,GOOG,542.000905,538.2109280000001,537.610908,543.4009110000001,4074500.0
2010-02-18,AAPL,201.629995,202.929998,200.920006,203.889994,105706300.0
2010-02-18,GOOG,537.540945,543.220917,536.140939,545.01093,4691200.0
2010-02-19,AAPL,201.860001,201.669996,201.109997,203.200005,103867400.0
2010-02-19,GOOG,540.530936,540.760921,539.700931,544.03095,5125300.0
2010-02-22,AAPL,202.339998,200.419994,199.190006,202.500002,97640900.0
2010-02-22,GOOG,547.35091,542.8009519999999,541.000954,547.500945,4305100.0
2010-02-23,AAPL,199.999998,197.059998,195.709993,201.330002,143773700.0
2010-02-23,GOOG,543.000918,535.0709009999999,532.290923,543.6309570000001,5766600.0
2010-02-24,AAPL,198.229998,200.66,197.840002,201.44000400000002,115141600.0
2010-02-24,GOOG,533.980892,531.470904,530.510897,538.440913,4670500.0
2010-02-25,AAPL,197.380005,202.000004,196.889994,202.859997,166281500.0
2010-02-25,GOOG,527.120912,526.430896,520.000867,528.490899,6643100.0
2010-02-26,AAPL,202.379999,204.61999699999998,202.000004,205.169996,126865200.0
2010-02-26,GOOG,527.420922,526.80093,523.48091,531.750942,4113800.0
2010-03-01,AAPL,205.749996,208.990004,205.450003,209.500002,137523400.0
2010-03-01,GOOG,529.200888,532.690916,527.740904,533.290936,4492500.0
2010-03-02,AAPL,209.929998,208.85,207.740002,210.830006,141636600.0
2010-03-02,GOOG,535.480941,541.060931,535.010924,545.660941,8746200.0
2010-03-03,AAPL,208.940002,209.329998,207.940006,209.869997,93013200.0
2010-03-03,GOOG,542.360954,545.320926,539.250946,548.120937,6201800.0
2010-03-04,AAPL,209.279997,210.71000299999997,208.629995,210.919994,91510300.0
2010-03-04,GOOG,546.500932,554.590971,546.200922,556.1309650000001,6391300.0
2010-03-05,AAPL,214.940006,218.95000499999998,214.62999900000003,219.69999500000003,224905100.0
2010-03-05,GOOG,561.350967,564.210956,559.90097,567.670965,7853700.0
2010-03-08,AAPL,220.01000200000001,219.079994,218.250002,220.090004,107472400.0
2010-03-08,GOOG,564.7809570000001,562.480982,561.010952,565.18095,4790600.0
2010-03-09,AAPL,218.31000299999997,223.020004,217.889994,224.999996,230064800.0
2010-03-09,GOOG,559.850979,560.190933,556.500939,564.660941,6376900.0
2010-03-10,AAPL,223.829996,224.83999300000002,223.19999500000003,225.48000699999997,149054500.0
2010-03-10,GOOG,563.7609719999999,576.450959,562.210992,578.5009759999999,11352100.0
2010-03-11,AAPL,223.909998,225.500008,223.319998,225.500008,101425100.0
2010-03-11,GOOG,574.261015,581.140966,574.200976,586.210994,8498200.0
2010-03-12,AAPL,227.37001,226.600006,225.75,227.72999199999998,104080900.0
2010-03-12,GOOG,588.140995,579.5409950000001,579.160974,588.280983,5527400.0
2010-03-15,AAPL,225.38000499999998,223.83999599999999,220.249994,225.500008,123375700.0
2010-03-15,GOOG,566.681,563.180985,556.000963,569.450992,9342600.0
2010-03-16,AAPL,224.180004,224.44999700000002,222.510006,224.979996,111727000.0
2010-03-16,GOOG,561.830971,565.200983,560.760933,568.420959,6888600.0
2010-03-17,AAPL,224.899994,224.12000299999997,223.26999700000002,226.44998900000002,112739200.0
2010-03-17,GOOG,568.301005,565.56097,564.250962,571.4509559999999,6668000.0
2010-03-18,AAPL,224.100002,224.650002,222.60999500000003,224.999996,85527400.0
2010-03-18,GOOG,564.720979,566.400962,562.960986,568.4409929999999,3567600.0
2010-03-19,AAPL,224.79000499999998,222.25,221.23000299999998,225.240002,139861400.0
2010-03-19,GOOG,560.000953,560.000953,557.280952,568.000995,9624200.0
2010-03-22,AAPL,220.46999900000003,224.750004,220.150005,225.999992,114104900.0
2010-03-22,GOOG,556.110932,557.500951,554.280975,566.850946,8039600.0
2010-03-23,AAPL,225.640011,228.359993,224.100002,228.780003,150607800.0
2010-03-23,GOOG,557.040981,549.000934,542.000905,558.310984,11043800.0
2010-03-24,AAPL,227.64000299999998,229.37000299999997,227.50998700000002,230.200008,149445100.0
2010-03-24,GOOG,545.510906,557.330944,539.700931,559.850979,13179500.0
2010-03-25,AAPL,230.919998,226.649994,226.250011,230.970013,135571100.0
2010-03-25,GOOG,559.020973,562.880975,558.660986,572.000985,7891200.0
2010-03-26,AAPL,228.949993,230.899998,228.55001099999998,231.950008,160218800.0
2010-03-26,GOOG,565.270947,562.690995,560.020986,567.390989,5412500.0
2010-03-29,AAPL,232.999992,232.389992,231.619987,233.86999900000004,135186100.0
2010-03-29,GOOG,563.000991,562.450963,560.570953,564.720979,6232200.0
2010-03-30,AAPL,236.599995,235.84999100000002,234.250008,237.479988,131827500.0
2010-03-30,GOOG,562.830984,566.710958,560.280991,567.63096,3970500.0
2010-03-31,AAPL,235.490009,235.000011,234.459999,236.610008,107664900.0
2010-03-31,GOOG,565.050947,567.1209980000001,562.81095,569.740954,6084200.0
2010-04-01,AAPL,237.41,235.96999399999999,232.75,238.73000299999998,150786300.0
2010-04-01,GOOG,571.3509730000001,568.80098,565.550984,573.4509820000001,4221100.0
2010-04-05,AAPL,234.980011,238.48999799999999,234.76999300000003,238.509998,171126900.0
2010-04-05,GOOG,570.900989,571.010958,569.000946,574.8810070000001,3817200.0
2010-04-06,AAPL,238.20000499999998,239.540009,237.000004,240.23999799999999,111754300.0
2010-04-06,GOOG,569.4609780000001,568.220994,565.400949,570.8910030000001,4135600.0
2010-04-07,AAPL,239.54999500000002,240.600006,238.659988,241.92001000000002,157125500.0
2010-04-07,GOOG,567.300992,563.540973,561.86099,568.750989,5181200.0
2010-04-08,AAPL,240.440002,239.95000499999998,238.040001,241.540001,143247300.0
2010-04-08,GOOG,563.320974,567.490971,560.0509440000001,569.8509849999999,3909500.0
2010-04-09,AAPL,241.430012,241.789993,240.46000299999997,241.889996,83545700.0
2010-04-09,GOOG,567.490971,566.220968,564.000943,568.770961,4128600.0
2010-04-12,AAPL,242.19998900000002,242.29000499999998,241.809994,243.069996,83256600.0
2010-04-12,GOOG,567.350983,572.731007,566.220968,574.00101,4722400.0
2010-04-13,AAPL,241.860008,242.43000800000002,241.110004,242.80000299999998,76552700.0
2010-04-13,GOOG,572.53098,586.7710089999999,571.130974,588.8810030000001,7853900.0
2010-04-14,AAPL,245.28000600000001,245.690002,244.06999199999998,245.810005,101019100.0
2010-04-14,GOOG,590.06101,589.00102,584.0110030000001,592.341012,6830900.0
2010-04-15,AAPL,245.77999100000002,248.92001000000002,245.509998,249.02999900000003,94196200.0
2010-04-15,GOOG,592.171005,595.301045,588.291031,597.841052,13574200.0
2010-04-16,AAPL,248.569988,247.400002,244.55000299999998,251.140007,187636400.0
2010-04-16,GOOG,563.000991,550.150921,549.630912,568.810966,24562600.0
2010-04-19,AAPL,247.03000600000001,247.07000699999998,241.76999300000003,247.88999900000002,141731100.0
2010-04-19,GOOG,548.7509150000001,550.10093,545.000944,553.990951,7817100.0
2010-04-20,AAPL,248.540001,244.590004,242.960007,249.250004,184581600.0
2010-04-20,GOOG,554.1709450000001,555.0409549999999,551.060937,559.660938,5977000.0
2010-04-21,AAPL,258.799995,259.22000499999996,255.72999199999998,260.249989,245597800.0
2010-04-21,GOOG,556.460933,554.300947,552.160933,560.250971,4800800.0
2010-04-22,AAPL,258.240009,266.46999700000003,256.199989,266.750004,198356200.0
2010-04-22,GOOG,552.000973,547.0609469999999,543.35092,552.500948,6585900.0
2010-04-23,AAPL,267.990005,270.82999,266.999996,272.180008,199238900.0
2010-04-23,GOOG,547.2509269999999,544.990958,542.2709570000001,549.320916,4194300.0
2010-04-26,AAPL,271.880001,269.5,268.19001000000003,272.459988,119767200.0
2010-04-26,GOOG,544.970924,531.640912,529.210935,544.990958,8770300.0
2010-04-27,AAPL,267.269989,262.039989,260.520008,267.839989,177335900.0
2010-04-27,GOOG,528.95093,529.0608990000001,527.230881,538.330944,7718100.0
2010-04-28,AAPL,263.250004,261.600006,256.410007,264.000008,189600600.0
2010-04-28,GOOG,532.1008820000001,529.1909019999999,521.0309,534.83093,6837700.0
2010-04-29,AAPL,263.020012,268.64000699999997,262.010002,270.000011,139710200.0
2010-04-29,GOOG,533.370886,532.000899,526.670928,536.5009259999999,6140700.0
2010-04-30,AAPL,269.310009,261.090008,260.999992,270.57001099999997,135615900.0
2010-04-30,GOOG,531.1308889999999,525.700873,525.44093,537.680933,4888900.0
2010-05-03,AAPL,263.840004,266.34999500000004,262.880009,267.87998999999996,113585500.0
2010-05-03,GOOG,526.5009200000001,530.6008929999999,525.080881,532.920901,3729500.0
2010-05-04,AAPL,262.889996,258.679993,256.749989,263.290005,180954900.0
2010-05-04,GOOG,526.520892,506.370875,504.21085800000003,526.740892,12198000.0
2010-05-05,AAPL,253.03001,255.98999799999999,248.72999199999998,258.14000699999997,220775800.0
2010-05-05,GOOG,500.98086500000005,509.760859,500.47087300000004,515.720901,9198600.0
2010-05-06,AAPL,253.830002,246.249989,199.249994,258.249996,321465200.0
2010-05-06,GOOG,508.75086100000004,498.67084400000005,460.0008,517.520899,10037600.0
2010-05-07,AAPL,243.71001099999998,235.860004,225.20998799999998,246.569996,419004600.0
