Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Fritz Hofmann,M,24.0,167.0,56.0,Germany,1896,Athletics Men's 400 meters,
Franz-Peter Hofmeister,M,24.0,185.0,71.0,West Germany,1976,Athletics Men's 400 meters,
Rupert L. Hoilette,M,18.0,170.0,64.0,Jamaica,1964,Athletics Men's 400 meters,
"William Joseph ""Bill"" Holland",M,26.0,,,United States,1900,Athletics Men's 400 meters,Silver
Runar Rafael Holmberg,M,25.0,176.0,69.0,Finland,1948,Athletics Men's 400 meters,
Richard St. John Honner,M,26.0,,,Australia,1924,Athletics Men's 400 meters,
Karl Honz,M,21.0,186.0,82.0,West Germany,1972,Athletics Men's 400 meters,
Karl Honz,M,25.0,186.0,82.0,West Germany,1976,Athletics Men's 400 meters,
Andries Hoogerwerf,M,21.0,,,Netherlands,1928,Athletics Men's 400 meters,
Jacobus Johannes Hoogveld,M,23.0,,,Netherlands,1908,Athletics Men's 400 meters,
John William Horne,M,28.0,,,Great Britain,1906,Athletics Men's 400 meters,
Isidoro Hornillos Baz,M,23.0,179.0,71.0,Spain,1980,Athletics Men's 400 meters,
Kemal Horulu,M,,,,Turkey,1948,Athletics Men's 400 meters,
Lopold Hounkanrin,M,,,,Benin,1980,Athletics Men's 400 meters,
"Matthew Lloyd ""Matt"" Hudson-Smith",M,21.0,194.0,78.0,Great Britain,2016,Athletics Men's 400 meters,
Kenmore Henderson Hughes,M,22.0,175.0,72.0,Antigua and Barbuda,1992,Athletics Men's 400 meters,
Erison George Hurtault,M,23.0,178.0,78.0,Dominica,2008,Athletics Men's 400 meters,
Erison George Hurtault,M,27.0,178.0,78.0,Dominica,2012,Athletics Men's 400 meters,
Angelo Koko Nimir Hussein,M,,172.0,64.0,Sudan,1968,Athletics Men's 400 meters,
Angelo Koko Nimir Hussein,M,,172.0,64.0,Sudan,1972,Athletics Men's 400 meters,
Dane Hyatt,M,28.0,183.0,86.0,Jamaica,2012,Athletics Men's 400 meters,
Ibrahima Idrissou,M,,,,Benin,1972,Athletics Men's 400 meters,
Ardalion Vasilyevich Ignatyev,M,21.0,173.0,68.0,Soviet Union,1952,Athletics Men's 400 meters,
Ardalion Vasilyevich Ignatyev,M,25.0,173.0,68.0,Soviet Union,1956,Athletics Men's 400 meters,Bronze
Bruce Ijirighwo,M,22.0,175.0,73.0,Nigeria,1972,Athletics Men's 400 meters,
Keiji Imai,M,18.0,174.0,63.0,Japan,1936,Athletics Men's 400 meters,
Josef Imbach,M,29.0,,,Switzerland,1924,Athletics Men's 400 meters,
Allan Ingraham,M,22.0,183.0,73.0,Bahamas,1984,Athletics Men's 400 meters,
"Francis Knox ""Frank"" Irvine",M,21.0,,,South Africa,1920,Athletics Men's 400 meters,
Ibrahim Ismail Muftah Faraj,M,20.0,178.0,70.0,Qatar,1992,Athletics Men's 400 meters,
Ibrahim Ismail Muftah Faraj,M,24.0,178.0,70.0,Qatar,1996,Athletics Men's 400 meters,
Ibrahim Ismail Muftah Faraj,M,28.0,178.0,70.0,Qatar,2000,Athletics Men's 400 meters,
Jos Luclo Iturbe Arechiga,M,,180.0,,Mexico,1928,Athletics Men's 400 meters,
Joseph James William Jackson,M,23.0,,,France,1928,Athletics Men's 400 meters,
Ivan Jacob,M,24.0,,,India,1952,Athletics Men's 400 meters,
Victor Jacquemin,M,16.0,,,Belgium,1908,Athletics Men's 400 meters,
Nordin Mohamed Jadi,M,22.0,170.0,62.0,Malaysia,1984,Athletics Men's 400 meters,
Nordin Mohamed Jadi,M,26.0,170.0,62.0,Malaysia,1988,Athletics Men's 400 meters,
Dawda Jallow,M,17.0,180.0,70.0,Gambia,1984,Athletics Men's 400 meters,
Dawda Jallow,M,21.0,180.0,70.0,Gambia,1988,Athletics Men's 400 meters,
Dawda Jallow,M,29.0,180.0,70.0,Gambia,1996,Athletics Men's 400 meters,
Godday James,M,24.0,170.0,72.0,Nigeria,2008,Athletics Men's 400 meters,
Kirani James,M,19.0,180.0,66.0,Grenada,2012,Athletics Men's 400 meters,Gold
Kirani James,M,23.0,180.0,66.0,Grenada,2016,Athletics Men's 400 meters,Silver
"George Lawrence ""Larry"" James",M,20.0,181.0,70.0,United States,1968,Athletics Men's 400 meters,Silver
Herbert Brotherson Jamison,M,20.0,173.0,69.0,United States,1896,Athletics Men's 400 meters,Silver
Raymond Anatole Franois Jamois,M,22.0,,,France,1924,Athletics Men's 400 meters,
Luka Janei,M,20.0,192.0,80.0,Slovenia,2016,Athletics Men's 400 meters,
Zbigniew Jaremski,M,23.0,182.0,75.0,Poland,1972,Athletics Men's 400 meters,
Zbigniew Jaremski,M,27.0,182.0,75.0,Poland,1976,Athletics Men's 400 meters,
Arsenio Larosa Jazmin,M,29.0,180.0,68.0,Philippines,1964,Athletics Men's 400 meters,
Ivan Jean-Marie,M,23.0,185.0,67.0,Saint Lucia,1996,Athletics Men's 400 meters,
Tomasz Jdrusik,M,19.0,173.0,71.0,Poland,1988,Athletics Men's 400 meters,
"Manikavasagam ""Mani"" Jegathesan",M,16.0,174.0,61.0,Malaya,1960,Athletics Men's 400 meters,
Martin Jellinghaus,M,23.0,187.0,83.0,West Germany,1968,Athletics Men's 400 meters,
"Charles Lamont ""Charlie"" Jenkins, Sr.",M,22.0,186.0,74.0,United States,1956,Athletics Men's 400 meters,Gold
David Andrew Jenkins,M,20.0,190.0,82.0,Great Britain,1972,Athletics Men's 400 meters,
David Andrew Jenkins,M,24.0,190.0,82.0,Great Britain,1976,Athletics Men's 400 meters,
David Andrew Jenkins,M,28.0,190.0,82.0,Great Britain,1980,Athletics Men's 400 meters,
Kai Sofus Marinus Jensen,M,27.0,,,Denmark,1924,Athletics Men's 400 meters,
"Hjalmar ""Hjalle"" Johannesen",M,25.0,175.0,68.0,Norway,1932,Athletics Men's 400 meters,
Lauri Tommy Bjrn Stig Johansson (-Bjrnquist),M,25.0,182.0,81.0,Sweden,1984,Athletics Men's 400 meters,
David Moffat Johnson,M,22.0,,,Canada,1924,Athletics Men's 400 meters,
George Hy Johnson,M,18.0,175.0,64.0,Liberia,1956,Athletics Men's 400 meters,
George Hy Johnson,M,22.0,175.0,64.0,Liberia,1960,Athletics Men's 400 meters,
Michael Duane Johnson,M,28.0,183.0,77.0,United States,1996,Athletics Men's 400 meters,Gold
Michael Duane Johnson,M,33.0,183.0,77.0,United States,2000,Athletics Men's 400 meters,Gold
"Louis Woodard ""Lou"" Jones, III",M,24.0,183.0,76.0,United States,1956,Athletics Men's 400 meters,
Richard Jones,M,22.0,189.0,62.0,Guyana,1996,Athletics Men's 400 meters,
Charles Joseph,M,20.0,172.0,70.0,Trinidad and Tobago,1972,Athletics Men's 400 meters,
Charles Joseph,M,24.0,172.0,70.0,Trinidad and Tobago,1976,Athletics Men's 400 meters,
Michael Angelo Joseph,M,20.0,167.0,66.0,Belize,1992,Athletics Men's 400 meters,
Michael Craig Joubert,M,26.0,168.0,62.0,Australia,1996,Athletics Men's 400 meters,
Alberto Juantorena Danger,M,21.0,190.0,84.0,Cuba,1972,Athletics Men's 400 meters,
Alberto Juantorena Danger,M,25.0,190.0,84.0,Cuba,1976,Athletics Men's 400 meters,Gold
Alberto Juantorena Danger,M,29.0,190.0,84.0,Cuba,1980,Athletics Men's 400 meters,
Albert Jud,M,24.0,,,Switzerland,1936,Athletics Men's 400 meters,
"Georg ""Jrg"" Jttner",M,23.0,183.0,76.0,Germany,1964,Athletics Men's 400 meters,
Oleksandr Viktorovych Kaidash,M,24.0,187.0,74.0,Ukraine,2000,Athletics Men's 400 meters,
Douglas Kalembo,M,28.0,178.0,56.0,Zambia,1988,Athletics Men's 400 meters,
Jrgen Kalfelder,M,24.0,185.0,80.0,Germany,1964,Athletics Men's 400 meters,
Wavala Kali,M,22.0,173.0,66.0,Papua New Guinea,1976,Athletics Men's 400 meters,
Claver Kamanya,M,21.0,175.0,65.0,Tanzania,1968,Athletics Men's 400 meters,
Claver Kamanya,M,25.0,175.0,65.0,Tanzania,1972,Athletics Men's 400 meters,
Davis Kamoga,M,28.0,180.0,73.0,Uganda,1996,Athletics Men's 400 meters,Bronze
Davis Kamoga,M,32.0,180.0,73.0,Uganda,2000,Athletics Men's 400 meters,
Moses Kamut,M,22.0,172.0,74.0,Vanuatu,2004,Athletics Men's 400 meters,
Yuzo Kanemaru,M,20.0,178.0,75.0,Japan,2008,Athletics Men's 400 meters,
Yuzo Kanemaru,M,24.0,178.0,75.0,Japan,2012,Athletics Men's 400 meters,
Yuzo Kanemaru,M,28.0,178.0,75.0,Japan,2016,Athletics Men's 400 meters,
Brahim Karabi,M,26.0,176.0,69.0,Tunisia,1960,Athletics Men's 400 meters,
Georgios Karageorgos,M,33.0,,,Greece,1948,Athletics Men's 400 meters,
Ossi Jalmari Karttunen,M,28.0,183.0,76.5,Finland,1976,Athletics Men's 400 meters,
Mwana Bute Kasongo,M,24.0,187.0,72.0,Congo (Kinshasa),1988,Athletics Men's 400 meters,
"Willem Hendrik ""Wim"" Kat",M,19.0,,,Netherlands,1924,Athletics Men's 400 meters,
Carl Kaufmann,M,24.0,183.0,76.0,Germany,1960,Athletics Men's 400 meters,Silver
Walter Keller,M,,,,Switzerland,1948,Athletics Men's 400 meters,
Simon Tirop Kemboi,M,25.0,178.0,74.0,Kenya,1992,Athletics Men's 400 meters,
Sahr Kendor,M,17.0,172.0,52.0,Sierra Leone,1980,Athletics Men's 400 meters,
Francis Kerbiriou,M,21.0,178.0,66.0,France,1972,Athletics Men's 400 meters,
George Ezekiel Kerr,M,19.0,180.0,70.0,Jamaica,1956,Athletics Men's 400 meters,
Reinhold Keskll,M,23.0,167.0,60.0,Estonia,1924,Athletics Men's 400 meters,
Ahmed Abbas Khairy Sabri,M,,,,Egypt,1920,Athletics Men's 400 meters,
Ali Khamis Abbas Ali Khamis,M,21.0,182.0,70.0,Bahrain,2016,Athletics Men's 400 meters,
Abdullah Khan,M,,,,Pakistan,1956,Athletics Men's 400 meters,
"Lawrence G. ""Laurie"" Khan",M,21.0,169.0,61.0,Jamaica,1964,Athletics Men's 400 meters,
Panh Khemanith,M,27.0,171.0,60.0,Laos,1980,Athletics Men's 400 meters,
Raymond Kibet,M,20.0,185.0,64.0,Kenya,2016,Athletics Men's 400 meters,
Victor Kibet,M,24.0,173.0,68.0,Kenya,2004,Athletics Men's 400 meters,
Gary Kikaya Senga,M,26.0,184.0,75.0,Congo (Kinshasa),2004,Athletics Men's 400 meters,
Gary Kikaya Senga,M,30.0,184.0,75.0,Congo (Kinshasa),2008,Athletics Men's 400 meters,
Manfred Kinder,M,22.0,184.0,73.0,Germany,1960,Athletics Men's 400 meters,
Manfred Kinder,M,30.0,184.0,73.0,West Germany,1968,Athletics Men's 400 meters,
Simeon Kipkemboi,M,28.0,190.0,74.0,Kenya,1988,Athletics Men's 400 meters,
Wilson Arap Chuma Kiprugut,M,,178.0,71.0,Kenya,1964,Athletics Men's 400 meters,
David Kipkorir Kirui,M,25.0,175.0,71.0,Kenya,2000,Athletics Men's 400 meters,
Alphas Leken Kishoyian,M,21.0,167.0,59.0,Kenya,2016,Athletics Men's 400 meters,
David Kitur,M,21.0,183.0,73.0,Kenya,1984,Athletics Men's 400 meters,
David Kitur,M,29.0,183.0,73.0,Kenya,1992,Athletics Men's 400 meters,
Samson Kitur,M,26.0,186.0,77.0,Kenya,1992,Athletics Men's 400 meters,Bronze
Samson Kitur,M,30.0,186.0,77.0,Kenya,1996,Athletics Men's 400 meters,
Marcel Klarenbeek,M,20.0,182.0,76.0,Netherlands,1980,Athletics Men's 400 meters,
Piotr Arkadiusz Klimczak,M,24.0,182.0,72.0,Poland,2004,Athletics Men's 400 meters,
Ireneusz Kluczek,M,24.0,177.0,68.0,Poland,1964,Athletics Men's 400 meters,
Rudolf Klupsch,M,31.0,173.0,69.0,Germany,1936,Athletics Men's 400 meters,
Karel Knnick,M,28.0,176.0,72.0,Czechoslovakia,1936,Athletics Men's 400 meters,
Mykhailo Mykolaiovych Knysh,M,24.0,179.0,79.0,Ukraine,2008,Athletics Men's 400 meters,
Karel Kol,M,24.0,182.0,73.0,Czechoslovakia,1980,Athletics Men's 400 meters,
Alfred Knig,M,22.0,,,Austria,1936,Athletics Men's 400 meters,
Pl Koppn,M,21.0,,,Hungary,1900,Athletics Men's 400 meters,
Dmitry Alekseyevich Kosov,M,23.0,187.0,80.0,Unified Team,1992,Athletics Men's 400 meters,
Stefan Kostrzewski,M,25.0,,,Poland,1928,Athletics Men's 400 meters,
Jerzy Wadysaw Kowalski,M,23.0,175.0,70.0,Poland,1960,Athletics Men's 400 meters,
Tambusamy Krishnan,M,28.0,180.0,67.0,Malaysia,1972,Athletics Men's 400 meters,
Sven Olof Krokstrm,M,24.0,,,Sweden,1920,Athletics Men's 400 meters,
Jean Krombach,M,26.0,,,Luxembourg,1936,Athletics Men's 400 meters,
Georges R. Krotoff,M,21.0,,,France,1928,Athletics Men's 400 meters,
Johnson Kubisa,M,28.0,173.0,73.0,Botswana,2000,Athletics Men's 400 meters,
Hiroyoshi Kubota,M,23.0,168.0,53.0,Japan,1936,Athletics Men's 400 meters,
Jrgen Khl,M,21.0,187.0,76.0,Germany,1956,Athletics Men's 400 meters,
Markku Juhani Kukkoaho,M,25.0,189.0,82.0,Finland,1972,Athletics Men's 400 meters,
Markku Juhani Kukkoaho,M,29.0,189.0,82.0,Finland,1976,Athletics Men's 400 meters,
Kun Min-Mu,M,26.0,168.0,60.0,Chinese Taipei,1968,Athletics Men's 400 meters,
Herman Kunnen,M,23.0,,,Belgium,1948,Athletics Men's 400 meters,
Jassim Karim Kuraishi,M,22.0,175.0,68.0,Iraq,1960,Athletics Men's 400 meters,
Jassim Karim Kuraishi,M,26.0,175.0,68.0,Iraq,1964,Athletics Men's 400 meters,
Lajos Kurunczy,M,27.0,,,Hungary,1924,Athletics Men's 400 meters,
Moses Kyeswa,M,26.0,178.0,68.0,Uganda,1984,Athletics Men's 400 meters,
Marcus la Grange,M,26.0,186.0,84.0,South Africa,2004,Athletics Men's 400 meters,
Sofine Labidi,M,20.0,186.0,69.0,Tunisia,2000,Athletics Men's 400 meters,
Sofine Labidi,M,24.0,186.0,69.0,Tunisia,2004,Athletics Men's 400 meters,
Vclav Labk-Gregan,M,18.0,,,Bohemia,1912,Athletics Men's 400 meters,
Mark Daniel Ladbrook,M,24.0,188.0,75.0,Australia,1996,Athletics Men's 400 meters,
Du'aine Ladejo (Thorne-),M,25.0,187.0,84.0,Great Britain,1996,Athletics Men's 400 meters,
Peter Laeng,M,22.0,180.0,75.0,Switzerland,1964,Athletics Men's 400 meters,
Sven Lftman,M,20.0,183.0,80.0,Sweden,1908,Athletics Men's 400 meters,
Marcel Lambrechts,M,29.0,178.0,75.0,Belgium,1960,Athletics Men's 400 meters,
Karl Lampelmayer,M,,,,Austria,1906,Athletics Men's 400 meters,
Charles James Lane,M,19.0,,,Australia,1924,Athletics Men's 400 meters,
"Eugnius Joannes ""mile"" Langenraedt",M,20.0,,,Belgium,1928,Athletics Men's 400 meters,
Mario Lanzi,M,21.0,180.0,76.0,Italy,1936,Athletics Men's 400 meters,
Ricardo Larios,M,23.0,169.0,54.0,Nicaragua,1976,Athletics Men's 400 meters,
"Michael Denny ""Mike"" Larrabee",M,30.0,186.0,77.0,United States,1964,Athletics Men's 400 meters,Gold
Carl Rune Larsson,M,24.0,178.0,70.0,Sweden,1948,Athletics Men's 400 meters,
Gumundur Lrusson,M,26.0,182.0,72.0,Iceland,1952,Athletics Men's 400 meters,
Sean Thomas Lavan,M,25.0,182.0,,Ireland,1924,Athletics Men's 400 meters,
Sean Thomas Lavan,M,29.0,182.0,,Ireland,1928,Athletics Men's 400 meters,
James Arthur Lavery,M,23.0,,,Canada,1952,Athletics Men's 400 meters,
"James Gilbert ""Jim"" Lea, Jr.",M,24.0,183.0,68.0,United States,1956,Athletics Men's 400 meters,
Harry Glover Lee,M,23.0,,,United States,1900,Athletics Men's 400 meters,
Beyene Legesse,M,,,,Ethiopia,1956,Athletics Men's 400 meters,
Leberecht Julius Erich Ernst Lehmann,M,21.0,170.0,62.0,Germany,1912,Athletics Men's 400 meters,
Roger Leigh-Wood (Wood-),M,21.0,,,Great Britain,1928,Athletics Men's 400 meters,
Jnis Leitis,M,23.0,190.0,75.0,Latvia,2012,Athletics Men's 400 meters,
Charles Louis Lelong,M,21.0,,,France,1912,Athletics Men's 400 meters,
Cephas Lemba,M,22.0,190.0,77.0,Zambia,1992,Athletics Men's 400 meters,
Deon Christopher Lendore,M,19.0,179.0,75.0,Trinidad and Tobago,2012,Athletics Men's 400 meters,
Deon Christopher Lendore,M,23.0,179.0,75.0,Trinidad and Tobago,2016,Athletics Men's 400 meters,
Yoandys Alberto Lescay Prado,M,22.0,181.0,77.0,Cuba,2016,Athletics Men's 400 meters,
Nigel Levine,M,23.0,176.0,72.0,Great Britain,2012,Athletics Men's 400 meters,
"Leslie Charles ""Les"" Lewis",M,23.0,174.0,67.0,Great Britain,1948,Athletics Men's 400 meters,
"Leslie Charles ""Les"" Lewis",M,27.0,174.0,67.0,Great Britain,1952,Athletics Men's 400 meters,
"Raymond Gray ""Ray"" Lewis",M,21.0,186.0,74.0,Canada,1932,Athletics Men's 400 meters,
"Steven Earl ""Steve"" Lewis",M,19.0,188.0,84.0,United States,1988,Athletics Men's 400 meters,Gold
"Steven Earl ""Steve"" Lewis",M,23.0,188.0,84.0,United States,1992,Athletics Men's 400 meters,Silver
Li Po-Ting,M,23.0,179.0,67.0,Chinese Taipei,1960,Athletics Men's 400 meters,
Claudio Licciardello,M,22.0,186.0,73.0,Italy,2008,Athletics Men's 400 meters,
Eric Henry Liddell,M,22.0,173.0,68.0,Great Britain,1924,Athletics Men's 400 meters,Gold
Rico Lieder,M,20.0,186.0,67.0,Germany,1992,Athletics Men's 400 meters,
"James Davies ""Jim"" Lightbody",M,24.0,173.0,61.0,United States,1906,Athletics Men's 400 meters,
Marshall Nielsen Limon,M,20.0,184.0,75.0,Canada,1936,Athletics Men's 400 meters,
Lin Kuang-Liang,M,19.0,175.0,65.0,Chinese Taipei,1988,Athletics Men's 400 meters,
"Edward Ferdinand Jacob ""Ed"" Lindberg",M,25.0,177.0,76.0,United States,1912,Athletics Men's 400 meters,Bronze
Eric Lindholm,M,21.0,188.0,78.0,Sweden,1912,Athletics Men's 400 meters,
Robert Alexander Lindsay,M,30.0,,,Great Britain,1920,Athletics Men's 400 meters,
Davison Lishebo,M,29.0,184.0,73.0,Zambia,1984,Athletics Men's 400 meters,
Yury Nikolayevich Lituyev,M,27.0,183.0,78.0,Soviet Union,1952,Athletics Men's 400 meters,
Liu Xiaosheng,M,20.0,190.0,77.0,China,2008,Athletics Men's 400 meters,
Hector Llatser,M,26.0,190.0,80.0,France,1984,Athletics Men's 400 meters,
Chris Joey Lloyd,M,23.0,173.0,68.0,Dominica,2004,Athletics Men's 400 meters,
Jos Gerardo L'Oficial Olivero,M,20.0,180.0,77.0,Dominican Republic,1968,Athletics Men's 400 meters,
"John Wilfrid ""Johnny"" Loaring",M,20.0,178.0,74.0,Canada,1936,Athletics Men's 400 meters,
Leonardo Loforte,M,27.0,174.0,64.0,Mozambique,1984,Athletics Men's 400 meters,
Filipe Graca Lomb,M,28.0,186.0,86.0,Portugal,1988,Athletics Men's 400 meters,
Vincenzo Lombardo,M,20.0,180.0,78.0,Italy,1952,Athletics Men's 400 meters,
"Maxwell Warburn ""Maxey"" Long",M,21.0,182.0,75.0,United States,1900,Athletics Men's 400 meters,Gold
Alberto Lpez Davila,M,21.0,175.0,68.0,Guatemala,1984,Athletics Men's 400 meters,
Ren Lpez Escobar,M,21.0,190.0,76.0,El Salvador,1984,Athletics Men's 400 meters,
Yeimer Lpez Garca,M,21.0,185.0,78.0,Cuba,2004,Athletics Men's 400 meters,
Harvey Hurd Lord,M,21.0,,,United States,1900,Athletics Men's 400 meters,
Malik Khaled Ahmed Louahla,M,22.0,176.0,75.0,Algeria,2000,Athletics Men's 400 meters,
Richard Louis,M,20.0,181.0,70.0,Barbados,1984,Athletics Men's 400 meters,
Richard Louis,M,24.0,181.0,70.0,Barbados,1988,Athletics Men's 400 meters,
Albert Otto Rudolf Lowagie,M,22.0,,,Belgium,1952,Athletics Men's 400 meters,
"Jonnie Eduardo ""Jonni"" Lowe Henrquez",M,24.0,172.0,70.0,Honduras,2004,Athletics Men's 400 meters,
Stephen Lado Lugor,M,,192.0,82.0,Sudan,1992,Athletics Men's 400 meters,
Luis Ral Luna Lemus,M,20.0,195.0,89.0,Venezuela,2004,Athletics Men's 400 meters,
Louis Frederik Valdemar Lundgren,M,27.0,,,Denmark,1928,Athletics Men's 400 meters,
Kurt Anders Valdemar Lundquist,M,22.0,190.0,75.0,Sweden,1948,Athletics Men's 400 meters,
Emilio Lunghi,M,25.0,179.0,70.0,Italy,1912,Athletics Men's 400 meters,
J. Jacques Lunis,M,25.0,181.0,72.0,France,1948,Athletics Men's 400 meters,
Charles Lupiya,M,27.0,172.0,76.0,Zambia,1980,Athletics Men's 400 meters,
"James Ellis ""Jimmy"" LuValle",M,23.0,185.0,73.0,United States,1936,Athletics Men's 400 meters,Bronze
"Frederick William ""Fred"" Macbeth, Jr.",M,18.0,,,Canada,1928,Athletics Men's 400 meters,
Ismail Maev,M,28.0,167.0,61.0,Yugoslavia,1988,Athletics Men's 400 meters,
Gerard Zygfryd Mach,M,25.0,175.0,71.0,Poland,1952,Athletics Men's 400 meters,
Ross MacKenzie,M,22.0,183.0,72.0,Canada,1968,Athletics Men's 400 meters,
Robert Makowiak,M,30.0,180.0,78.0,Poland,2000,Athletics Men's 400 meters,
Brian MacLaren,M,28.0,180.0,75.0,Canada,1972,Athletics Men's 400 meters,
Christopher Madzokere,M,30.0,177.0,72.0,Zimbabwe,1984,Athletics Men's 400 meters,
Ennio Maffiolini,M,,,,Italy,1924,Athletics Men's 400 meters,
Ramon Magarios Duro,M,20.0,182.0,75.0,Spain,1968,Athletics Men's 400 meters,
Lszl Magdics (Mtrai-),M,25.0,,,Hungary,1928,Athletics Men's 400 meters,
Bachir Mahamat,M,19.0,186.0,59.0,Chad,2016,Athletics Men's 400 meters,
Nicodemus Maipampe,M,30.0,168.0,63.0,Zambia,1972,Athletics Men's 400 meters,
Mamman Makama,M,21.0,174.0,72.0,Nigeria,1968,Athletics Men's 400 meters,
Mdard Makanga,M,25.0,180.0,75.0,Congo (Brazzaville),1992,Athletics Men's 400 meters,
Isaac Makwala,M,25.0,185.0,78.0,Botswana,2012,Athletics Men's 400 meters,
Isaac Makwala,M,29.0,185.0,78.0,Botswana,2016,Athletics Men's 400 meters,
Vctor Maldonado Flores,M,25.0,183.0,63.0,Venezuela,1964,Athletics Men's 400 meters,
"Georges Dsir ""Go"" Malfait",M,27.0,169.0,60.0,France,1906,Athletics Men's 400 meters,
"Georges Dsir ""Go"" Malfait",M,29.0,169.0,60.0,France,1908,Athletics Men's 400 meters,
"Georges Dsir ""Go"" Malfait",M,33.0,169.0,60.0,France,1912,Athletics Men's 400 meters,
Arnaud Malherbe,M,23.0,187.0,73.0,South Africa,1996,Athletics Men's 400 meters,
Arnaud Malherbe,M,27.0,187.0,73.0,South Africa,2000,Athletics Men's 400 meters,
Stefano Malinverni,M,21.0,180.0,73.0,Italy,1980,Athletics Men's 400 meters,
Einar Mangset,M,26.0,,,Norway,1920,Athletics Men's 400 meters,
Flix Ivn Mangual Guilbe,M,24.0,177.0,66.0,Puerto Rico,1976,Athletics Men's 400 meters,
Horst Mann,M,29.0,178.0,67.0,Germany,1956,Athletics Men's 400 meters,
Khristos Mantikas,M,,183.0,73.0,Greece,1932,Athletics Men's 400 meters,
Marcin Waldemar Marciniszyn,M,29.0,185.0,77.0,Poland,2012,Athletics Men's 400 meters,
Evans Marie,M,21.0,176.0,73.0,Seychelles,2004,Athletics Men's 400 meters,
Lamine Marikong,M,22.0,,,Gambia,1992,Athletics Men's 400 meters,
Viktor Fyodorovich Markin,M,23.0,183.0,73.0,Soviet Union,1980,Athletics Men's 400 meters,Gold
Roxbert Martin,M,26.0,178.0,66.0,Jamaica,1996,Athletics Men's 400 meters,
Jean-Paul Marc Pierre Martin du Gard,M,29.0,182.0,75.0,France,1956,Athletics Men's 400 meters,
Carlos Felipe Martnez Diosa,M,23.0,176.0,70.0,Cuba,1968,Athletics Men's 400 meters,
Flix Adolfo Martnez Cuevas,M,23.0,183.0,75.0,Puerto Rico,2008,Athletics Men's 400 meters,
Jos N. Martnez Garza,M,,,,Mexico,1924,Athletics Men's 400 meters,
Gakologelwang Lesiba Masheto,M,23.0,178.0,60.0,Botswana,2008,Athletics Men's 400 meters,
Pavel Maslk,M,21.0,176.0,66.0,Czech Republic,2012,Athletics Men's 400 meters,
Pavel Maslk,M,25.0,176.0,66.0,Czech Republic,2016,Athletics Men's 400 meters,
Yousef Ahmed Al-Masrahi,M,24.0,176.0,76.0,Saudi Arabia,2012,Athletics Men's 400 meters,
"James ""Jimmy"" Massallay",M,27.0,175.0,60.0,Sierra Leone,1980,Athletics Men's 400 meters,
Iwao Masuda,M,17.0,,,Japan,1932,Athletics Men's 400 meters,
Michael Walter Mathieu,M,24.0,178.0,76.0,Bahamas,2008,Athletics Men's 400 meters,
Junkichi Matoba,M,21.0,168.0,65.0,Japan,1952,Athletics Men's 400 meters,
Ollie Genoa Matson,M,22.0,188.0,89.0,United States,1952,Athletics Men's 400 meters,Bronze
"Vincent Edward ""Vince"" Matthews",M,24.0,187.0,81.0,United States,1972,Athletics Men's 400 meters,Gold
Sunday Maweni,M,29.0,190.0,85.0,Botswana,1988,Athletics Men's 400 meters,
"Ernest John ""Ernie"" McCullough, Jr.",M,22.0,,,Canada,1948,Athletics Men's 400 meters,
Michael L. McDonald,M,21.0,183.0,85.0,Jamaica,1996,Athletics Men's 400 meters,
Rusheen McDonald,M,19.0,175.0,81.0,Jamaica,2012,Athletics Men's 400 meters,
Rusheen McDonald,M,23.0,175.0,81.0,Jamaica,2016,Athletics Men's 400 meters,
"Robert Malcolm ""Bob"" McFarlane",M,21.0,178.0,75.0,Canada,1948,Athletics Men's 400 meters,
Danny D. McFarlane,M,28.0,183.0,75.0,Jamaica,2000,Athletics Men's 400 meters,
"Donald Cecil ""Don"" McFarlane",M,22.0,,,Canada,1948,Athletics Men's 400 meters,
Troy McIntosh,M,23.0,178.0,73.0,Bahamas,1996,Athletics Men's 400 meters,
Troy McIntosh,M,27.0,178.0,73.0,Bahamas,2000,Athletics Men's 400 meters,
Antonio Ricardo McKay,M,20.0,183.0,77.0,United States,1984,Athletics Men's 400 meters,Bronze
"Herbert Henry ""Herb"" McKenley",M,26.0,185.0,72.0,Jamaica,1948,Athletics Men's 400 meters,Silver
"Herbert Henry ""Herb"" McKenley",M,30.0,185.0,72.0,Jamaica,1952,Athletics Men's 400 meters,Silver
Michael Adrian McLean,M,22.0,185.0,77.0,Canada,1992,Athletics Men's 400 meters,
Tony McQuay,M,22.0,181.0,72.0,United States,2012,Athletics Men's 400 meters,
Fanahan McSweeney,M,25.0,183.0,76.0,Ireland,1972,Athletics Men's 400 meters,
Didier Meja Esquivel,M,23.0,172.0,65.0,Mexico,1964,Athletics Men's 400 meters,
Francisco Mauricio Menocal,M,22.0,175.0,70.0,Nicaragua,1968,Athletics Men's 400 meters,
Francisco Mauricio Menocal,M,26.0,175.0,70.0,Nicaragua,1972,Athletics Men's 400 meters,
Menso Johannes Menso,M,21.0,,,Netherlands,1924,Athletics Men's 400 meters,
"James Edwin ""Ted"" Meredith",M,20.0,175.0,71.0,United States,1912,Athletics Men's 400 meters,
"James Edwin ""Ted"" Meredith",M,28.0,175.0,71.0,United States,1920,Athletics Men's 400 meters,
