Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Armando de Freitas Zuzarte Luzarte Corteso,M,21.0,,,Portugal,1912,Athletics Men's 400 meters,
Omer Gustaaf Corteyn,M,23.0,,,Belgium,1920,Athletics Men's 400 meters,
Narciso Valdares Costa,M,20.0,,,Brazil,1924,Athletics Men's 400 meters,
Raymond Crapet,M,21.0,,,France,1948,Athletics Men's 400 meters,
"William Frederick ""Bill"" Crothers",M,23.0,183.0,71.0,Canada,1964,Athletics Men's 400 meters,
Siegfried Cruden,M,24.0,168.0,64.0,Suriname,1984,Athletics Men's 400 meters,
Csaba Csutors,M,22.0,186.0,84.0,Hungary,1960,Athletics Men's 400 meters,
Gustavo Cuesta Rosario,M,27.0,183.0,80.0,Dominican Republic,2016,Athletics Men's 400 meters,
Morris Joseph Curotta,M,19.0,183.0,73.0,Australia,1948,Athletics Men's 400 meters,
Morris Joseph Curotta,M,23.0,183.0,73.0,Australia,1952,Athletics Men's 400 meters,
Wilfrid Cyriaque,M,25.0,173.0,70.0,Haiti,1976,Athletics Men's 400 meters,
Naiel Santiago D'Almeida,M,21.0,171.0,65.0,Sao Tome and Principe,2008,Athletics Men's 400 meters,
Anubes Ferraz da Silva,M,24.0,179.0,70.0,Brazil,1960,Athletics Men's 400 meters,
Delmo da Silva,M,22.0,173.0,68.0,Brazil,1976,Athletics Men's 400 meters,
Evaldo Rosa da Silva,M,25.0,184.0,73.0,Brazil,1984,Athletics Men's 400 meters,
Valdinei Ablio da Silva,M,24.0,180.0,71.0,Brazil,1996,Athletics Men's 400 meters,
Daniel Dbrowski,M,24.0,182.0,72.0,Poland,2008,Athletics Men's 400 meters,
"Henning Johannes ""Henry"" Dafel",M,31.0,,,South Africa,1920,Athletics Men's 400 meters,
Bror Johan Dahlin,M,26.0,,,Sweden,1912,Athletics Men's 400 meters,
Alfred Daley,M,26.0,175.0,69.0,Jamaica,1976,Athletics Men's 400 meters,
Alvin Daniel,M,23.0,188.0,75.0,Trinidad and Tobago,1992,Athletics Men's 400 meters,
"Olof Gustav Arne ""Olle"" Danielsson",M,24.0,,,Sweden,1936,Athletics Men's 400 meters,
Ira Nelson Davenport,M,24.0,178.0,72.0,United States,1912,Athletics Men's 400 meters,
Ji David,M,29.0,187.0,80.0,Czechoslovakia,1952,Athletics Men's 400 meters,
Charles C. Davies,M,,,,Great Britain,1908,Athletics Men's 400 meters,
Howard Granville Davies,M,24.0,178.0,69.0,Great Britain,1968,Athletics Men's 400 meters,
Edgar Brian Davis,M,19.0,183.0,74.0,South Africa,1960,Athletics Men's 400 meters,
Howard Davis,M,21.0,185.0,81.0,Jamaica,1988,Athletics Men's 400 meters,
Malachi John Davis,M,26.0,183.0,79.0,Great Britain,2004,Athletics Men's 400 meters,
Otis Crandall Davis,M,28.0,185.0,74.0,United States,1960,Athletics Men's 400 meters,Gold
Gordon Raymond Day,M,24.0,185.0,74.0,South Africa,1960,Athletics Men's 400 meters,
Fernando Pereira de Almeida,M,23.0,186.0,74.0,Brazil,2008,Athletics Men's 400 meters,
Carlos de Anda Dominguez,M,24.0,175.0,,Mexico,1932,Athletics Men's 400 meters,
Antnio Damaso de Carvalho,M,22.0,,,Brazil,1936,Athletics Men's 400 meters,
Lodewijk De Clerck,M,24.0,176.0,67.0,Belgium,1960,Athletics Men's 400 meters,
"duard ""Eddy"" De Leeuw",M,24.0,190.0,73.0,Belgium,1980,Athletics Men's 400 meters,
Srgio Matias Franco de Menezes,M,23.0,180.0,78.0,Brazil,1988,Athletics Men's 400 meters,
John Henricus De Saram,M,19.0,,,Sri Lanka,1948,Athletics Men's 400 meters,
"Frederick Monroe ""Fred"" de Selding",M,20.0,175.0,68.0,United States,1908,Athletics Men's 400 meters,
Neil De Silva,M,26.0,175.0,75.0,Trinidad and Tobago,1996,Athletics Men's 400 meters,
Neil De Silva,M,30.0,175.0,75.0,Trinidad and Tobago,2000,Athletics Men's 400 meters,
Grson Andrade de Souza,M,25.0,176.0,74.0,Brazil,1984,Athletics Men's 400 meters,
Grson Andrade de Souza,M,29.0,176.0,74.0,Brazil,1988,Athletics Men's 400 meters,
Sidney Telles de Souza,M,25.0,183.0,65.0,Brazil,1992,Athletics Men's 400 meters,
Marcell Dek Nagy,M,20.0,186.0,73.0,Hungary,2012,Athletics Men's 400 meters,
Asfaw Deble,M,25.0,174.0,61.0,Ethiopia,1980,Athletics Men's 400 meters,
Jacques Lopold Degats,M,22.0,180.0,76.0,France,1952,Athletics Men's 400 meters,
Jacques Lopold Degats,M,26.0,180.0,76.0,France,1956,Athletics Men's 400 meters,
Isidro del Prado,M,25.0,176.0,73.0,Philippines,1984,Athletics Men's 400 meters,
Patrick Delice,M,20.0,184.0,77.0,Trinidad and Tobago,1988,Athletics Men's 400 meters,
Patrick Delice,M,24.0,184.0,77.0,Trinidad and Tobago,1992,Athletics Men's 400 meters,
Maurice Paul Lon Delvart,M,20.0,,,France,1920,Athletics Men's 400 meters,
Francis Demarthon,M,29.0,178.0,65.0,France,1980,Athletics Men's 400 meters,
Ioannis Demestikhas,M,,,,Greece,1906,Athletics Men's 400 meters,
Cornelis Johannes den Held,M,24.0,,,Netherlands,1908,Athletics Men's 400 meters,
Dadi Denis,M,27.0,185.0,78.0,Haiti,2004,Athletics Men's 400 meters,
Bereket Desta Gebretsadik,M,22.0,180.0,63.0,Ethiopia,2012,Athletics Men's 400 meters,
Istvn (Stefan von) Dvn,M,21.0,170.0,61.0,Hungary,1912,Athletics Men's 400 meters,
Alfonso Di Guida,M,22.0,181.0,74.0,Italy,1976,Athletics Men's 400 meters,
El-Mehdi Sallah Ahmad Diab,M,,160.0,58.0,Libya,1980,Athletics Men's 400 meters,
Mohamed Diakit,M,22.0,176.0,69.0,Guinea,1980,Athletics Men's 400 meters,
Boubacar Diallo,M,29.0,176.0,65.0,Senegal,1984,Athletics Men's 400 meters,
Ousmane Diarra,M,24.0,185.0,73.0,Senegal,1988,Athletics Men's 400 meters,
Rodobaldo Daz Arrambarry,M,26.0,178.0,71.0,Cuba,1968,Athletics Men's 400 meters,
Alan Dick,M,22.0,,,Great Britain,1952,Athletics Men's 400 meters,
Samba Diye,M,27.0,185.0,75.0,Senegal,1976,Athletics Men's 400 meters,
Florentus Hazzard Dill,M,29.0,,,Bermuda,1948,Athletics Men's 400 meters,
Euripidis Dimosthenous,M,23.0,180.0,70.0,Cyprus,1996,Athletics Men's 400 meters,
Euripidis Dimosthenous,M,27.0,180.0,70.0,Cyprus,2000,Athletics Men's 400 meters,
"Stylianos ""Stelios"" Dimotsios",M,29.0,183.0,81.0,Greece,2004,Athletics Men's 400 meters,
Yoyaga Dit Fatogoma Dit Coulibaly,M,25.0,172.0,67.0,Cote d'Ivoire,1964,Athletics Men's 400 meters,
Yoyaga Dit Fatogoma Dit Coulibaly,M,29.0,172.0,67.0,Cote d'Ivoire,1968,Athletics Men's 400 meters,
Leslie Djhone,M,23.0,187.0,76.0,France,2004,Athletics Men's 400 meters,
Leslie Djhone,M,27.0,187.0,76.0,France,2008,Athletics Men's 400 meters,
Kurt Wilhelm Doerry,M,21.0,179.0,73.0,Germany,1896,Athletics Men's 400 meters,
Musa Dogon Yaro,M,23.0,172.0,70.0,Nigeria,1968,Athletics Men's 400 meters,
Paul P. Dolan,M,25.0,185.0,78.0,Ireland,1952,Athletics Men's 400 meters,
"Bohdan ""Don"" Domansky",M,22.0,180.0,77.0,Canada,1968,Athletics Men's 400 meters,
"Bohdan ""Don"" Domansky",M,29.0,180.0,77.0,Canada,1976,Athletics Men's 400 meters,
Anderson Jorge Oliveira dos Santos,M,32.0,186.0,69.0,Brazil,2004,Athletics Men's 400 meters,
"Osmiro ""Osmar"" Barbosa dos Santos",M,27.0,175.0,65.0,Brazil,1996,Athletics Men's 400 meters,
Wilson David dos Santos,M,29.0,188.0,74.0,Brazil,1984,Athletics Men's 400 meters,
Troy Douglas,M,25.0,172.0,76.0,Bermuda,1988,Athletics Men's 400 meters,
Troy Douglas,M,29.0,172.0,76.0,Bermuda,1992,Athletics Men's 400 meters,
Troy Douglas,M,33.0,172.0,76.0,Bermuda,1996,Athletics Men's 400 meters,
Francisco Dova,M,,,,Argentina,1924,Athletics Men's 400 meters,
Emin Doybak,M,,,,Turkey,1952,Athletics Men's 400 meters,
Charles Dramiga,M,26.0,,,Uganda,1980,Athletics Men's 400 meters,
Apisai Driu Baibai,M,21.0,181.0,70.0,Fiji,1992,Athletics Men's 400 meters,
Walter Edwin Drumheller,M,21.0,,,United States,1900,Athletics Men's 400 meters,
Didier Dubois,M,23.0,178.0,68.0,France,1980,Athletics Men's 400 meters,
"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",M,21.0,184.0,77.0,Germany,1906,Athletics Men's 400 meters,
Fitzroy Junior Dunkley,M,23.0,195.0,79.0,Jamaica,2016,Athletics Men's 400 meters,
Georges Dupont,M,25.0,,,France,1928,Athletics Men's 400 meters,
"Patrick ""Pat"" Dwyer",M,22.0,186.0,81.0,Australia,2000,Athletics Men's 400 meters,
Maksim Sergeyevich Dyldin,M,21.0,175.0,68.0,Russia,2008,Athletics Men's 400 meters,
Maksim Sergeyevich Dyldin,M,25.0,175.0,68.0,Russia,2012,Athletics Men's 400 meters,
Juan Carlos Pablo Dyrzka,M,23.0,180.0,77.0,Argentina,1964,Athletics Men's 400 meters,
Juan Carlos Pablo Dyrzka,M,27.0,180.0,77.0,Argentina,1968,Athletics Men's 400 meters,
Iliya Dzhivondov,M,22.0,183.0,74.0,Bulgaria,2000,Athletics Men's 400 meters,
"Benjamin Bangs ""Ben"" Eastman",M,21.0,185.0,70.0,United States,1932,Athletics Men's 400 meters,Silver
Mohamed E. Ebeid,M,25.0,,,Egypt,1936,Athletics Men's 400 meters,
Gary John Eddy,M,19.0,183.0,76.0,Australia,1964,Athletics Men's 400 meters,
"Clarence Sinclair ""Hec"" Edmundson",M,25.0,183.0,70.0,United States,1912,Athletics Men's 400 meters,
"Philip Aron ""Phil"" Edwards",M,20.0,176.0,64.0,Canada,1928,Athletics Men's 400 meters,
Kristijan Efremov,M,21.0,184.0,72.0,Macedonia,2012,Athletics Men's 400 meters,
Innocent Ejima Egbunike,M,22.0,174.0,65.0,Nigeria,1984,Athletics Men's 400 meters,
Innocent Ejima Egbunike,M,26.0,174.0,65.0,Nigeria,1988,Athletics Men's 400 meters,
Innocent Ejima Egbunike,M,30.0,174.0,65.0,Nigeria,1992,Athletics Men's 400 meters,
Anthony Egwunyenga,M,25.0,171.0,63.0,Nigeria,1968,Athletics Men's 400 meters,
Gustavo Ehlers Trstel,M,23.0,185.0,75.0,Chile,1948,Athletics Men's 400 meters,
Tage Henning Ekfeldt,M,26.0,,,Sweden,1952,Athletics Men's 400 meters,
Pantelis Ektoros,M,,,,Greece,1906,Athletics Men's 400 meters,
Mohamed El-Abed,M,23.0,,,Syria,1980,Athletics Men's 400 meters,
Hassan El-Kashief,M,28.0,175.0,68.0,Sudan,1984,Athletics Men's 400 meters,
Robert Simpson Emery,M,21.0,175.0,64.0,United States,1920,Athletics Men's 400 meters,
Nils Erik Engdahl,M,21.0,165.0,57.0,Sweden,1920,Athletics Men's 400 meters,Bronze
Nils Erik Engdahl,M,25.0,165.0,57.0,Sweden,1924,Athletics Men's 400 meters,
Mohammad Reza Entezari,M,26.0,178.0,73.0,Iran,1972,Athletics Men's 400 meters,
Emilio Gustavo Bodjedi Envela Mahua,M,20.0,176.0,77.0,Equatorial Guinea,1988,Athletics Men's 400 meters,
Orukpe Eraiyokan,M,22.0,180.0,73.0,Nigeria,2016,Athletics Men's 400 meters,
Flix A. Escobar,M,,,,Argentina,1924,Athletics Men's 400 meters,
Juan Escutia,M,,,,Mexico,1924,Athletics Men's 400 meters,
Hederson Alves Estefani,M,24.0,183.0,65.0,Brazil,2016,Athletics Men's 400 meters,
Guillermo Armando Evans,M,25.0,,,Argentina,1948,Athletics Men's 400 meters,
Lee Edward Evans,M,21.0,180.0,78.0,United States,1968,Athletics Men's 400 meters,Gold
"Daniel Joseph ""Danny Joe"" Everett",M,21.0,187.0,64.0,United States,1988,Athletics Men's 400 meters,Bronze
"Daniel Joseph ""Danny Joe"" Everett",M,25.0,187.0,64.0,United States,1992,Athletics Men's 400 meters,
"Brand ""Bram"" Evers",M,21.0,,,Netherlands,1908,Athletics Men's 400 meters,
"Frdric ""Fritz"" Eyschen",M,25.0,,,Luxembourg,1928,Athletics Men's 400 meters,
Hope Ezeigbo,M,22.0,201.0,72.0,Nigeria,1980,Athletics Men's 400 meters,
Sven Per Anders Faager,M,25.0,186.0,76.0,Sweden,1972,Athletics Men's 400 meters,
Luigi Facelli,M,25.0,175.0,70.0,Italy,1924,Athletics Men's 400 meters,
Charles-Robert Faidide,M,,,,France,1900,Athletics Men's 400 meters,
Samba Fall,M,27.0,188.0,71.0,Mauritania,1992,Athletics Men's 400 meters,
Eugene Farrell,M,23.0,178.0,62.0,Ireland,1996,Athletics Men's 400 meters,
Ali Faudet,M,18.0,185.0,65.0,Chad,1988,Athletics Men's 400 meters,
Ali Faudet,M,22.0,185.0,65.0,Chad,1992,Athletics Men's 400 meters,
Jean-Max Faustin,M,21.0,176.0,71.0,Haiti,1972,Athletics Men's 400 meters,
Barthlmy Favodon,M,25.0,,,France,1924,Athletics Men's 400 meters,
Muhammad Fayyaz,M,21.0,172.0,60.0,Pakistan,1988,Athletics Men's 400 meters,
Ren Ernest Fger,M,24.0,176.0,68.0,France,1928,Athletics Men's 400 meters,
Delon Felix,M,18.0,,,Grenada,1992,Athletics Men's 400 meters,
Pedro Ferrer Andino,M,18.0,168.0,61.0,Puerto Rico,1972,Athletics Men's 400 meters,
Gaston Lucien Fry,M,19.0,176.0,76.0,France,1920,Athletics Men's 400 meters,
Gaston Lucien Fry,M,24.0,176.0,76.0,France,1924,Athletics Men's 400 meters,
Milan Fillo,M,23.0,178.0,71.0,Czechoslovakia,1952,Athletics Men's 400 meters,
Baptiste Firiam,M,17.0,173.0,60.0,Vanuatu,1988,Athletics Men's 400 meters,
Baptiste Firiam,M,21.0,173.0,60.0,Vanuatu,1992,Athletics Men's 400 meters,
Horatio May Fitch,M,23.0,175.0,68.0,United States,1924,Athletics Men's 400 meters,Silver
Joseph Stanislaus Fleming,M,20.0,,,United States,1904,Athletics Men's 400 meters,
Clifton Forbes,M,22.0,183.0,76.0,Jamaica,1968,Athletics Men's 400 meters,
Elvis A. Forde,M,24.0,180.0,74.0,Barbados,1984,Athletics Men's 400 meters,
Elvis A. Forde,M,28.0,180.0,74.0,Barbados,1988,Athletics Men's 400 meters,
Randolph Olivier Foster Hutchinson,M,23.0,,,Costa Rica,1992,Athletics Men's 400 meters,
Alleyne Jeremy Francique,M,28.0,188.0,75.0,Grenada,2004,Athletics Men's 400 meters,
Alleyne Jeremy Francique,M,32.0,188.0,75.0,Grenada,2008,Athletics Men's 400 meters,
Javon Francis,M,21.0,183.0,68.0,Jamaica,2016,Athletics Men's 400 meters,
Karel Frankenstein (-Frank),M,23.0,,,Czechoslovakia,1920,Athletics Men's 400 meters,
Michael Bruce Frayne,M,26.0,179.0,66.0,Australia,1984,Athletics Men's 400 meters,
Herman Ronald Frazier,M,21.0,184.0,73.0,United States,1976,Athletics Men's 400 meters,Bronze
"Ronald John ""Ron"" Freeman, III",M,21.0,183.0,82.0,United States,1968,Athletics Men's 400 meters,Bronze
"William Duncan ""Bill"" Fritz",M,21.0,178.0,67.0,Canada,1936,Athletics Men's 400 meters,
Raymond E. Fritz,M,,,,France,1924,Athletics Men's 400 meters,
Hortensio Fucil Herrera,M,25.0,178.0,76.0,Venezuela,1964,Athletics Men's 400 meters,
Takeshi Salvador Fujiwara Salazar,M,19.0,175.0,64.0,El Salvador,2004,Athletics Men's 400 meters,
John William Fuller,M,,,,Canada,1924,Athletics Men's 400 meters,
Amadou Gakou,M,24.0,175.0,69.0,Senegal,1964,Athletics Men's 400 meters,
Amadou Gakou,M,28.0,175.0,69.0,Senegal,1968,Athletics Men's 400 meters,
Amadou Gakou,M,32.0,175.0,69.0,Senegal,1972,Athletics Men's 400 meters,
Anton Sergeyevich Galkin,M,22.0,185.0,77.0,Russia,2004,Athletics Men's 400 meters,
"Thomas Heaton ""Tom"" Gallon",M,25.0,169.0,73.0,Canada,1912,Athletics Men's 400 meters,
Matteo Galvan,M,27.0,183.0,73.0,Italy,2016,Athletics Men's 400 meters,
Carlos A. Garces,M,,,,Mexico,1924,Athletics Men's 400 meters,
Alfonso Garca,M,,173.0,,Mexico,1928,Athletics Men's 400 meters,
Angel Garca Delgado,M,28.0,164.0,71.0,Cuba,1948,Athletics Men's 400 meters,
Angel Garca Delgado,M,32.0,164.0,71.0,Cuba,1952,Athletics Men's 400 meters,
Jos Garca Lorenzana,M,19.0,180.0,82.0,Spain,1920,Athletics Men's 400 meters,
Miguel Garca Onsalo,M,22.0,,,Spain,1920,Athletics Men's 400 meters,
Steven Gardiner,M,20.0,193.0,94.0,Bahamas,2016,Athletics Men's 400 meters,
Alfredo Gargiullo,M,18.0,,,Italy,1924,Athletics Men's 400 meters,
Mark James Garner,M,23.0,174.0,69.0,Australia,1992,Athletics Men's 400 meters,
Pyotr Gayevsky,M,24.0,,,Russia,1912,Athletics Men's 400 meters,
Hermann Geiler,M,22.0,,,Austria,1928,Athletics Men's 400 meters,
Hans-Gnter Geister,M,23.0,177.0,73.0,Germany,1952,Athletics Men's 400 meters,
Winston Oudkerk George,M,25.0,167.0,66.0,Guyana,2012,Athletics Men's 400 meters,
Winston Oudkerk George,M,29.0,167.0,66.0,Guyana,2016,Athletics Men's 400 meters,
Mr Ger,M,23.0,,,Hungary,1928,Athletics Men's 400 meters,
Mohammad Hossein Ghafourizadeh,M,21.0,174.0,65.0,Iran,1964,Athletics Men's 400 meters,
Omar Ghizlat,M,18.0,175.0,65.0,Morocco,1968,Athletics Men's 400 meters,
Omar Ghizlat,M,21.0,175.0,65.0,Morocco,1972,Athletics Men's 400 meters,
"Arie Gill (Gluck-, -Gluck)",M,22.0,,,Israel,1952,Athletics Men's 400 meters,
David Gillick,M,25.0,195.0,85.0,Ireland,2008,Athletics Men's 400 meters,
Franco Giongo,M,20.0,,,Italy,1912,Athletics Men's 400 meters,
Graham Chater Gipson,M,24.0,,,Australia,1956,Athletics Men's 400 meters,
Charles Gitonga,M,24.0,175.0,65.0,Kenya,1996,Athletics Men's 400 meters,
Clayton M. Glasgow,M,23.0,169.0,66.0,Guyana,1960,Athletics Men's 400 meters,
Charles Henry Stuart Gmelin,M,23.0,,,Great Britain,1896,Athletics Men's 400 meters,Bronze
Akossi Gnalo,M,28.0,180.0,70.0,Togo,1988,Athletics Men's 400 meters,
Mathieu Gnanligo Fousseni,M,21.0,180.0,70.0,Benin,2008,Athletics Men's 400 meters,
Mathieu Gnanligo Fousseni,M,25.0,180.0,70.0,Benin,2012,Athletics Men's 400 meters,
George Augustus Golding,M,26.0,187.0,80.0,Australia,1932,Athletics Men's 400 meters,
Dmitry Anatolyevich Golovastov,M,29.0,187.0,78.0,Russia,2000,Athletics Men's 400 meters,
Jermaine Gonzales,M,29.0,185.0,82.0,Jamaica,2012,Athletics Men's 400 meters,
John William Goodman,M,19.0,,,Australia,1956,Athletics Men's 400 meters,
James Allen Gordon,M,23.0,180.0,70.0,United States,1932,Athletics Men's 400 meters,
Lalonde Keida Gordon,M,23.0,179.0,83.0,Trinidad and Tobago,2012,Athletics Men's 400 meters,Bronze
Lalonde Keida Gordon,M,27.0,179.0,83.0,Trinidad and Tobago,2016,Athletics Men's 400 meters,
Richard Kevan Gosper,M,22.0,188.0,77.0,Australia,1956,Athletics Men's 400 meters,
Richard Kevan Gosper,M,26.0,188.0,77.0,Australia,1960,Athletics Men's 400 meters,
Rudolf Gtz,M,25.0,178.0,67.0,Czech Republic,2008,Athletics Men's 400 meters,
Jean-Pierre Goudeau,M,19.0,183.0,75.0,France,1952,Athletics Men's 400 meters,
"Anastasios ""Tasos"" Gousis",M,21.0,177.0,75.0,Greece,2000,Athletics Men's 400 meters,
John Goville,M,26.0,173.0,61.0,Uganda,1988,Athletics Men's 400 meters,
Konstantin Nikolayevich Grachov,M,29.0,166.0,63.0,Soviet Union,1956,Athletics Men's 400 meters,
Konstantin Nikolayevich Grachov,M,33.0,166.0,63.0,Soviet Union,1960,Athletics Men's 400 meters,
"Timothy Joseph Michael ""Tim"" Graham",M,25.0,178.0,65.0,Great Britain,1964,Athletics Men's 400 meters,
Pedro Antonio Grajales Escobar,M,24.0,172.0,72.0,Colombia,1964,Athletics Men's 400 meters,
Pedro Antonio Grajales Escobar,M,28.0,172.0,72.0,Colombia,1968,Athletics Men's 400 meters,
Peter Treacy Grant,M,22.0,180.0,70.0,Australia,1976,Athletics Men's 400 meters,
"Arthur William ""Billy"" Green",M,23.0,,,Great Britain,1928,Athletics Men's 400 meters,
Dean H. Greenaway,M,25.0,175.0,78.0,British Virgin Islands,1984,Athletics Men's 400 meters,
Paul Haydon Greene,M,23.0,184.0,78.0,Australia,1996,Athletics Men's 400 meters,
Hamil O. Grimes,M,19.0,175.0,69.0,Barbados,1976,Athletics Men's 400 meters,
David Allan Grindley,M,19.0,188.0,79.0,Great Britain,1992,Athletics Men's 400 meters,
Alphonse Grisel,M,,,,France,1896,Athletics Men's 400 meters,
Amos Grodzinowsky,M,20.0,174.0,65.0,Israel,1960,Athletics Men's 400 meters,
Herman Charles Groman,M,21.0,,,United States,1904,Athletics Men's 400 meters,Bronze
German Guenard Soltero,M,17.0,176.0,66.0,Puerto Rico,1960,Athletics Men's 400 meters,
George James Guida,M,23.0,175.0,73.0,United States,1948,Athletics Men's 400 meters,
"Eduardo ""Eddy"" Gutirrez James",M,24.0,187.0,78.0,Cuba,1976,Athletics Men's 400 meters,
Guillermo Gutirrez,M,25.0,,,Venezuela,1952,Athletics Men's 400 meters,
Oscar Guttormsen,M,24.0,,,Norway,1908,Athletics Men's 400 meters,
Robert Guy,M,32.0,188.0,79.0,Trinidad and Tobago,1996,Athletics Men's 400 meters,
Istvn Gyulai,M,21.0,180.0,73.0,Hungary,1964,Athletics Men's 400 meters,
Jean-Pierre Haarhoff,M,24.0,184.0,78.0,France,1956,Athletics Men's 400 meters,
Karl-Friedrich Haas,M,20.0,186.0,72.0,Germany,1952,Athletics Men's 400 meters,
Karl-Friedrich Haas,M,25.0,186.0,72.0,Germany,1956,Athletics Men's 400 meters,Silver
Piotr Haczek,M,23.0,188.0,72.0,Poland,2000,Athletics Men's 400 meters,
Carroll Barse Haff,M,20.0,185.0,70.0,United States,1912,Athletics Men's 400 meters,
Rudolf Haidegger,M,29.0,,,Austria,1952,Athletics Men's 400 meters,
Abebe Hailou,M,23.0,,,Ethiopia,1956,Athletics Men's 400 meters,
Ernest William Haley,M,27.0,,,Great Britain,1912,Athletics Men's 400 meters,
James Stanton Hall,M,25.0,,,India,1928,Athletics Men's 400 meters,
Wyndham Halswelle,M,23.0,,,Great Britain,1906,Athletics Men's 400 meters,Silver
Wyndham Halswelle,M,25.0,,,Great Britain,1908,Athletics Men's 400 meters,Gold
Jean Hamilius,M,25.0,,,Luxembourg,1952,Athletics Men's 400 meters,
"Frdric ""Fred"" Hammer",M,22.0,178.0,67.0,Luxembourg,1952,Athletics Men's 400 meters,
Paul Hammer,M,23.0,,,Luxembourg,1924,Athletics Men's 400 meters,
Kassem Hamz,M,22.0,166.0,62.0,Lebanon,1972,Athletics Men's 400 meters,
Mark Ian Handelsman,M,23.0,183.0,70.0,Israel,1984,Athletics Men's 400 meters,
John Austin Thomas Hanlon,M,22.0,187.0,74.0,Great Britain,1928,Athletics Men's 400 meters,
"Alejandro ""Alex"" Hannig Ulriksen",M,30.0,,,Chile,1928,Athletics Men's 400 meters,
Jens Oluf Smedegaard Hansen,M,23.0,182.0,65.0,Denmark,1980,Athletics Men's 400 meters,
Oskar Hardmeier,M,22.0,168.0,62.0,Switzerland,1948,Athletics Men's 400 meters,
Abdalelah Haroun Hassan,M,19.0,185.0,80.0,Qatar,2016,Athletics Men's 400 meters,
"Anthony ""Tony"" Harper",M,29.0,188.0,66.0,Bermuda,1968,Athletics Men's 400 meters,
"Otis Harris, Jr.",M,22.0,185.0,83.0,United States,2004,Athletics Men's 400 meters,Silver
Alvin Leonardo Harrison,M,22.0,188.0,80.0,United States,1996,Athletics Men's 400 meters,
Alvin Leonardo Harrison,M,26.0,188.0,80.0,United States,2000,Athletics Men's 400 meters,Silver
Mohamed Mehdi Hasan,M,20.0,167.0,60.0,Bangladesh,1992,Athletics Men's 400 meters,
Sajjad Hashemi Ahangari,M,20.0,178.0,69.0,Iran,2012,Athletics Men's 400 meters,
Ibrahim Mohamed Hassan,M,25.0,185.0,76.0,Ghana,1996,Athletics Men's 400 meters,
Issaka Hassane,M,25.0,190.0,78.0,Chad,1984,Athletics Men's 400 meters,
L. Hasso,M,,,,Iraq,1948,Athletics Men's 400 meters,
"Gregory ""Greg"" Haughton",M,26.0,185.0,79.0,Jamaica,2000,Athletics Men's 400 meters,Bronze
Hirotada Hayase,M,19.0,174.0,67.0,Japan,1960,Athletics Men's 400 meters,
Hirotada Hayase,M,24.0,174.0,67.0,Japan,1964,Athletics Men's 400 meters,
Adem Hecini,M,28.0,175.0,66.0,Algeria,2004,Athletics Men's 400 meters,
Amar Hecini,M,24.0,175.0,70.0,Algeria,1996,Athletics Men's 400 meters,
Raymond Alfred Heerenveen,M,27.0,176.0,62.0,Netherlands Antilles,1976,Athletics Men's 400 meters,
Voitto Valdemar Hellstn,M,24.0,160.0,72.0,Finland,1956,Athletics Men's 400 meters,Bronze
Voitto Valdemar Hellstn,M,28.0,160.0,72.0,Finland,1960,Athletics Men's 400 meters,
Ernest John Henley,M,23.0,,,Great Britain,1912,Athletics Men's 400 meters,
Victor Henny,M,20.0,,,Netherlands,1908,Athletics Men's 400 meters,
Georges Henry,M,28.0,173.0,73.0,France,1936,Athletics Men's 400 meters,
Tabarie Joil Henry,M,20.0,185.0,75.0,United States Virgin Islands,2008,Athletics Men's 400 meters,
Tabarie Joil Henry,M,24.0,185.0,75.0,United States Virgin Islands,2012,Athletics Men's 400 meters,
ngel Valentn de las Heras Lzaro,M,25.0,177.0,67.0,Spain,1984,Athletics Men's 400 meters,
Roberto Hernndez Prendes,M,25.0,179.0,74.0,Cuba,1992,Athletics Men's 400 meters,
"Bernhard Erich ""Bernd"" Herrmann",M,24.0,191.0,80.0,West Germany,1976,Athletics Men's 400 meters,
Max Herrmann,M,27.0,176.0,67.0,Germany,1912,Athletics Men's 400 meters,
"Timothy ""Tim"" Hesse",M,24.0,170.0,68.0,Ghana,1992,Athletics Men's 400 meters,
Felix Heuertz,M,25.0,170.0,65.0,Luxembourg,1960,Athletics Men's 400 meters,
Jos Jacinto Hidalgo,M,25.0,178.0,68.0,Venezuela,1968,Athletics Men's 400 meters,
Francis Peter Higgins,M,28.0,179.0,67.0,Great Britain,1956,Athletics Men's 400 meters,
"Terence Langley ""Terry"" Higgins",M,24.0,,,Great Britain,1952,Athletics Men's 400 meters,
Clinton Rory Hill,M,24.0,186.0,77.0,Australia,2004,Athletics Men's 400 meters,
William Hill,M,19.0,189.0,64.0,Hong Kong,1964,Athletics Men's 400 meters,
"Harry Livingston Hillman, Jr.",M,22.0,180.0,66.0,United States,1904,Athletics Men's 400 meters,Gold
"Harry Livingston Hillman, Jr.",M,24.0,180.0,66.0,United States,1906,Athletics Men's 400 meters,
"Douglas ""Doug"" Hinds",M,26.0,178.0,64.0,Canada,1984,Athletics Men's 400 meters,
Jaime Hitelman Reitich,M,,,,Chile,1948,Athletics Men's 400 meters,
Charles Teilmann Hoff,M,21.0,182.0,68.0,Norway,1924,Athletics Men's 400 meters,
