Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Shohei Kasahara,M,25.0,177.0,83.0,Japan,1964,Athletics Men's Hammer Throw,
Kenneth Murray Keating,M,24.0,184.0,96.0,Canada,1976,Athletics Men's Hammer Throw,
Vadim Khersontsev,M,22.0,192.0,106.0,Russia,1996,Athletics Men's Hammer Throw,
Vasily Vladimirovich Khmelevsky,M,24.0,196.0,124.0,Soviet Union,1972,Athletics Men's Hammer Throw,Bronze
Sukhrob Khodzhayev,M,19.0,185.0,120.0,Uzbekistan,2012,Athletics Men's Hammer Throw,
Sukhrob Khodzhayev,M,23.0,185.0,120.0,Uzbekistan,2016,Athletics Men's Hammer Throw,
Vitaly Khozhatelev,M,28.0,189.0,104.0,Uzbekistan,1996,Athletics Men's Hammer Throw,
Vitaly Khozhatelev,M,33.0,189.0,104.0,Uzbekistan,2000,Athletics Men's Hammer Throw,
Sergey Stanislavovich Kirmasov,M,34.0,180.0,115.0,Russia,2004,Athletics Men's Hammer Throw,
Balzs Kiss,M,24.0,188.0,115.0,Hungary,1996,Athletics Men's Hammer Throw,Gold
Federico Esteban Kleger,M,25.0,185.0,,Argentina,1928,Athletics Men's Hammer Throw,
Federico Esteban Kleger,M,29.0,185.0,,Argentina,1932,Athletics Men's Hammer Throw,
Edwin Klein,M,24.0,190.0,110.0,West Germany,1972,Athletics Men's Hammer Throw,
Edwin Klein,M,28.0,190.0,110.0,West Germany,1976,Athletics Men's Hammer Throw,
Romuald Iosifovich Klim,M,31.0,185.0,103.0,Soviet Union,1964,Athletics Men's Hammer Throw,Gold
Romuald Iosifovich Klim,M,35.0,185.0,103.0,Soviet Union,1968,Athletics Men's Hammer Throw,Silver
Jaroslav Knotek,M,24.0,194.0,107.0,Czechoslovakia,1936,Athletics Men's Hammer Throw,
Jaroslav Knotek,M,36.0,194.0,107.0,Czechoslovakia,1948,Athletics Men's Hammer Throw,
Karsten Kobs,M,24.0,196.0,127.0,Germany,1996,Athletics Men's Hammer Throw,
Karsten Kobs,M,28.0,196.0,127.0,Germany,2000,Athletics Men's Hammer Throw,
Karsten Kobs,M,32.0,196.0,127.0,Germany,2004,Athletics Men's Hammer Throw,
Yoshio Kojima,M,25.0,,,Japan,1956,Athletics Men's Hammer Throw,
Sergey Viktorovich Kolomoyets,M,26.0,192.0,115.0,Belarus,2016,Athletics Men's Hammer Throw,
Gennady Dmitriyevich Kondrashov,M,29.0,184.0,99.0,Soviet Union,1968,Athletics Men's Hammer Throw,
Miloslav Konopka,M,21.0,190.0,100.0,Slovakia,2000,Athletics Men's Hammer Throw,
Miloslav Konopka,M,25.0,190.0,100.0,Slovakia,2004,Athletics Men's Hammer Throw,
Miloslav Konopka,M,29.0,190.0,100.0,Slovakia,2008,Athletics Men's Hammer Throw,
Ilya Valeryevich Konovalov,M,25.0,192.0,119.0,Russia,1996,Athletics Men's Hammer Throw,
Ilya Valeryevich Konovalov,M,29.0,192.0,119.0,Russia,2000,Athletics Men's Hammer Throw,
Ilya Valeryevich Konovalov,M,33.0,192.0,119.0,Russia,2004,Athletics Men's Hammer Throw,
Gustaf Alfons Koutonen,M,25.0,167.0,90.0,Finland,1936,Athletics Men's Hammer Throw,
Andreas Kouvelogiannis,M,21.0,178.0,80.0,Greece,1960,Athletics Men's Hammer Throw,
Primo Kozmus,M,20.0,188.0,112.0,Slovenia,2000,Athletics Men's Hammer Throw,
Primo Kozmus,M,24.0,188.0,112.0,Slovenia,2004,Athletics Men's Hammer Throw,
Primo Kozmus,M,28.0,188.0,112.0,Slovenia,2008,Athletics Men's Hammer Throw,Gold
Primo Kozmus,M,32.0,188.0,112.0,Slovenia,2012,Athletics Men's Hammer Throw,Silver
Aleksandr Krasko,M,24.0,190.0,100.0,Belarus,1996,Athletics Men's Hammer Throw,
Pavel Eduardovich Krivitsky,M,28.0,184.0,115.0,Belarus,2012,Athletics Men's Hammer Throw,
Mikhail Petrovich Krivonosov,M,23.0,189.0,90.0,Soviet Union,1952,Athletics Men's Hammer Throw,
Mikhail Petrovich Krivonosov,M,27.0,189.0,90.0,Soviet Union,1956,Athletics Men's Hammer Throw,Silver
"Alfred George ""A. G."" Kruger",M,25.0,193.0,125.0,United States,2004,Athletics Men's Hammer Throw,
"Alfred George ""A. G."" Kruger",M,29.0,193.0,125.0,United States,2008,Athletics Men's Hammer Throw,
"Alfred George ""A. G."" Kruger",M,33.0,193.0,125.0,United States,2012,Athletics Men's Hammer Throw,
Oleksandr Volodymyrovych Krykun,M,30.0,194.0,125.0,Ukraine,1996,Athletics Men's Hammer Throw,Bronze
Oleksandr Volodymyrovych Krykun,M,34.0,194.0,125.0,Ukraine,2000,Athletics Men's Hammer Throw,
Oleksandr Volodymyrovych Krykun,M,38.0,194.0,125.0,Ukraine,2004,Athletics Men's Hammer Throw,
Frdric Kuhn,M,24.0,180.0,105.0,France,1992,Athletics Men's Hammer Throw,
Reino Iisakki Kuivamki,M,30.0,186.0,89.0,Finland,1948,Athletics Men's Hammer Throw,
Reino Iisakki Kuivamki,M,34.0,186.0,89.0,Finland,1952,Athletics Men's Hammer Throw,
Praveen Kumar Sobti,M,20.0,200.0,123.0,India,1968,Athletics Men's Hammer Throw,
John Francis Lawlor,M,26.0,188.0,93.0,Ireland,1960,Athletics Men's Hammer Throw,
John Francis Lawlor,M,30.0,188.0,93.0,Ireland,1964,Athletics Men's Hammer Throw,
Lee Ju-Hyeong,M,23.0,176.0,84.0,South Korea,1988,Athletics Men's Hammer Throw,
Henry Alan Leeke,M,28.0,,,Great Britain,1908,Athletics Men's Hammer Throw,
Pierre Eugne Legrain,M,28.0,170.0,75.0,France,1948,Athletics Men's Hammer Throw,
Pierre Eugne Legrain,M,32.0,170.0,75.0,France,1952,Athletics Men's Hammer Throw,
Eric Otto Valdemar Lemming,M,20.0,190.0,88.0,Sweden,1900,Athletics Men's Hammer Throw,
Eric Otto Valdemar Lemming,M,28.0,190.0,88.0,Sweden,1908,Athletics Men's Hammer Throw,
Carl Johan Lind,M,28.0,176.0,102.0,Sweden,1912,Athletics Men's Hammer Throw,
Carl Johan Lind,M,36.0,176.0,102.0,Sweden,1920,Athletics Men's Hammer Throw,Silver
Carl Johan Lind,M,40.0,176.0,102.0,Sweden,1924,Athletics Men's Hammer Throw,
Carl Johan Lind,M,44.0,176.0,102.0,Sweden,1928,Athletics Men's Hammer Throw,
Nils Harald Linde,M,21.0,173.0,80.0,Sweden,1912,Athletics Men's Hammer Throw,
Nils Harald Linde,M,29.0,173.0,80.0,Sweden,1920,Athletics Men's Hammer Throw,
"Johann ""Hans"" Lindner",M,25.0,189.0,110.0,Austria,1984,Athletics Men's Hammer Throw,
"Johann ""Hans"" Lindner",M,29.0,189.0,110.0,Austria,1988,Athletics Men's Hammer Throw,
"Johann ""Hans"" Lindner",M,33.0,189.0,110.0,Austria,1992,Athletics Men's Hammer Throw,
Robert Hamilton Lindsay-Watson,M,21.0,,,Great Britain,1908,Athletics Men's Hammer Throw,
Marco Lingua,M,30.0,177.0,116.0,Italy,2008,Athletics Men's Hammer Throw,
Marco Lingua,M,38.0,177.0,116.0,Italy,2016,Athletics Men's Hammer Throw,
Evert Oscar Linn,M,25.0,180.0,77.0,Sweden,1936,Athletics Men's Hammer Throw,
Roman Linscheid,M,25.0,185.0,114.0,Ireland,1996,Athletics Men's Hammer Throw,
Sergey Nikolayevich Litvinov,M,22.0,180.0,106.0,Soviet Union,1980,Athletics Men's Hammer Throw,Silver
Sergey Nikolayevich Litvinov,M,30.0,180.0,106.0,Soviet Union,1988,Athletics Men's Hammer Throw,Gold
"Judson Campbell ""Jud"" Logan",M,25.0,193.0,123.0,United States,1984,Athletics Men's Hammer Throw,
"Judson Campbell ""Jud"" Logan",M,29.0,193.0,123.0,United States,1988,Athletics Men's Hammer Throw,
"Judson Campbell ""Jud"" Logan",M,33.0,193.0,123.0,United States,1992,Athletics Men's Hammer Throw,
"Judson Campbell ""Jud"" Logan",M,41.0,193.0,123.0,United States,2000,Athletics Men's Hammer Throw,
Marcel Lomnick,M,25.0,177.0,106.0,Slovakia,2012,Athletics Men's Hammer Throw,
Marcel Lomnick,M,29.0,177.0,106.0,Slovakia,2016,Athletics Men's Hammer Throw,
Siegfried Lorenz,M,27.0,190.0,106.0,Germany,1960,Athletics Men's Hammer Throw,
Manfred Losch,M,21.0,198.0,124.0,Germany,1960,Athletics Men's Hammer Throw,
Martin Lotz,M,26.0,191.0,93.0,Germany,1964,Athletics Men's Hammer Throw,
Lzr Lovsz,M,26.0,189.0,99.0,Hungary,1968,Athletics Men's Hammer Throw,Bronze
Stanisaw Jerzy Lubiejewski,M,25.0,182.0,102.0,Poland,1972,Athletics Men's Hammer Throw,
Aivo Lucioli,M,23.0,,,Italy,1952,Athletics Men's Hammer Throw,
Milo Mca,M,25.0,178.0,100.0,Czechoslovakia,1952,Athletics Men's Hammer Throw,
Hassan Mohamed Mahmoud,M,32.0,,,Egypt,2016,Athletics Men's Hammer Throw,
Mergen Mmmedow,M,21.0,184.0,100.0,Turkmenistan,2012,Athletics Men's Hammer Throw,
Todor Khristov Manolov,M,21.0,187.0,116.0,Bulgaria,1972,Athletics Men's Hammer Throw,
Serghei Marghiev,M,19.0,195.0,97.0,Moldova,2012,Athletics Men's Hammer Throw,
Serghei Marghiev,M,23.0,195.0,97.0,Moldova,2016,Athletics Men's Hammer Throw,
Dmitri Marin,M,39.0,186.0,115.0,Azerbaijan,2012,Athletics Men's Hammer Throw,
Jos Luis Martnez Vzquez,M,25.0,180.0,94.0,Spain,1968,Athletics Men's Hammer Throw,
Vladimr Maka,M,27.0,192.0,118.0,Czech Republic,2000,Athletics Men's Hammer Throw,
Vladimr Maka,M,31.0,192.0,118.0,Czech Republic,2004,Athletics Men's Hammer Throw,
Josef Matouek,M,36.0,183.0,101.0,Czechoslovakia,1964,Athletics Men's Hammer Throw,
Eiichiro Matsuno,M,21.0,,,Japan,1936,Athletics Men's Hammer Throw,
Ernest Edmund Bedford May,M,29.0,,,Great Britain,1908,Athletics Men's Hammer Throw,
"Josiah Calvin McCracken, Jr.",M,26.0,,,United States,1900,Athletics Men's Hammer Throw,Bronze
Conor McCullough,M,23.0,192.0,111.0,Ireland,1984,Athletics Men's Hammer Throw,
Conor McCullough,M,27.0,192.0,111.0,Ireland,1988,Athletics Men's Hammer Throw,
Conor McCullough,M,25.0,196.0,107.0,United States,2016,Athletics Men's Hammer Throw,
"Archibald ""Archie"" McDiarmid",M,38.0,,,Canada,1920,Athletics Men's Hammer Throw,
Grant McDougall,M,21.0,184.0,90.0,United States,1932,Athletics Men's Hammer Throw,
James Marshall McEachern,M,38.0,182.0,102.0,United States,1920,Athletics Men's Hammer Throw,
James Marshall McEachern,M,42.0,182.0,102.0,United States,1924,Athletics Men's Hammer Throw,
"Matthew John ""Matt"" McGrath",M,32.0,182.0,115.0,United States,1908,Athletics Men's Hammer Throw,Silver
"Matthew John ""Matt"" McGrath",M,36.0,182.0,115.0,United States,1912,Athletics Men's Hammer Throw,Gold
"Matthew John ""Matt"" McGrath",M,44.0,182.0,115.0,United States,1920,Athletics Men's Hammer Throw,
"Matthew John ""Matt"" McGrath",M,48.0,182.0,115.0,United States,1924,Athletics Men's Hammer Throw,Silver
"Patrick Clarke ""Paddy"" McGrath",M,29.0,185.0,125.0,Ireland,2000,Athletics Men's Hammer Throw,
Kevin Thomas McMahon,M,24.0,183.0,102.0,United States,1996,Athletics Men's Hammer Throw,
Kevin Thomas McMahon,M,28.0,183.0,102.0,United States,2000,Athletics Men's Hammer Throw,
Arturo Melcher Borquez,M,30.0,186.0,86.0,Chile,1952,Athletics Men's Hammer Throw,
Luk Melich,M,27.0,186.0,110.0,Czech Republic,2008,Athletics Men's Hammer Throw,
Luk Melich,M,31.0,186.0,110.0,Czech Republic,2012,Athletics Men's Hammer Throw,
Luk Melich,M,35.0,186.0,110.0,Czech Republic,2016,Athletics Men's Hammer Throw,
"John William ""Jack"" Merchant",M,25.0,183.0,85.0,United States,1924,Athletics Men's Hammer Throw,
"Matthew David ""Matt"" Mileham",M,27.0,188.0,109.0,Great Britain,1984,Athletics Men's Hammer Throw,
"Matthew David ""Matt"" Mileham",M,31.0,188.0,109.0,Great Britain,1988,Athletics Men's Hammer Throw,
"Nicholas ""Nick"" Miller",M,23.0,188.0,112.0,Great Britain,2016,Athletics Men's Hammer Throw,
Plamen Mikhaylov Minev,M,23.0,192.0,110.0,Bulgaria,1988,Athletics Men's Hammer Throw,
Plamen Mikhaylov Minev,M,27.0,192.0,110.0,Bulgaria,1992,Athletics Men's Hammer Throw,
"James Sarsfield ""Jim"" Mitchel",M,40.0,187.0,100.0,United States,1904,Athletics Men's Hammer Throw,
Gustavo Morales,M,22.0,176.0,89.0,Nicaragua,1968,Athletics Men's Hammer Throw,
"Charles James ""Charlie"" Morris",M,30.0,,,Australia,1956,Athletics Men's Hammer Throw,
Kaveh Sadegh Mousavi,M,27.0,203.0,120.0,Iran,2012,Athletics Men's Hammer Throw,
Kaveh Sadegh Mousavi,M,31.0,203.0,120.0,Iran,2016,Athletics Men's Hammer Throw,
Stavros Moutaftsidis,M,24.0,180.0,112.0,Greece,1972,Athletics Men's Hammer Throw,
Istvn (Stefan) Mudin,M,26.0,,,Hungary,1908,Athletics Men's Hammer Throw,
"John ""Jack"" Murdoch",M,38.0,,,Canada,1924,Athletics Men's Hammer Throw,
Koji Alexander Murofushi,M,25.0,187.0,96.0,Japan,2000,Athletics Men's Hammer Throw,
Koji Alexander Murofushi,M,29.0,187.0,96.0,Japan,2004,Athletics Men's Hammer Throw,Gold
Koji Alexander Murofushi,M,33.0,187.0,96.0,Japan,2008,Athletics Men's Hammer Throw,
Koji Alexander Murofushi,M,37.0,187.0,96.0,Japan,2012,Athletics Men's Hammer Throw,Bronze
Shigenobu Murofushi,M,26.0,181.0,90.0,Japan,1972,Athletics Men's Hammer Throw,
Shigenobu Murofushi,M,30.0,181.0,90.0,Japan,1976,Athletics Men's Hammer Throw,
Shigenobu Murofushi,M,38.0,181.0,90.0,Japan,1984,Athletics Men's Hammer Throw,
"John ""Jack"" Murray",M,,,,Great Britain,1908,Athletics Men's Hammer Throw,
Charles Assis Naban,M,29.0,183.0,,Brazil,1936,Athletics Men's Hammer Throw,
Yuji Nagao,M,25.0,,,Japan,1932,Athletics Men's Hammer Throw,
Dilshod Nazarov,M,22.0,187.0,120.0,Tajikistan,2004,Athletics Men's Hammer Throw,
Dilshod Nazarov,M,26.0,187.0,120.0,Tajikistan,2008,Athletics Men's Hammer Throw,
Dilshod Nazarov,M,30.0,187.0,120.0,Tajikistan,2012,Athletics Men's Hammer Throw,
Dilshod Nazarov,M,34.0,187.0,120.0,Tajikistan,2016,Athletics Men's Hammer Throw,Gold
Imre Nmeth,M,30.0,184.0,82.0,Hungary,1948,Athletics Men's Hammer Throw,Gold
Imre Nmeth,M,34.0,184.0,82.0,Hungary,1952,Athletics Men's Hammer Throw,Bronze
Zsolt Nmeth,M,24.0,190.0,110.0,Hungary,1996,Athletics Men's Hammer Throw,
Zsolt Nmeth,M,28.0,190.0,110.0,Hungary,2000,Athletics Men's Hammer Throw,
"Thomas Rae ""Tom"" Nicolson",M,28.0,,,Great Britain,1908,Athletics Men's Hammer Throw,
"Thomas Rae ""Tom"" Nicolson",M,40.0,,,Great Britain,1920,Athletics Men's Hammer Throw,
Alfons Stanisaw Niklas,M,27.0,188.0,97.0,Poland,1956,Athletics Men's Hammer Throw,
Igor Yuryevich Nikulin,M,31.0,191.0,105.0,Unified Team,1992,Athletics Men's Hammer Throw,Bronze
Yury Nikulin,M,29.0,178.0,102.0,Soviet Union,1960,Athletics Men's Hammer Throw,
Yury Nikulin,M,33.0,178.0,102.0,Soviet Union,1964,Athletics Men's Hammer Throw,
Malcolm Cuthbert Nokes,M,26.0,,,Great Britain,1924,Athletics Men's Hammer Throw,Bronze
Malcolm Cuthbert Nokes,M,30.0,,,Great Britain,1928,Athletics Men's Hammer Throw,
Wojciech Nowicki,M,27.0,196.0,128.0,Poland,2016,Athletics Men's Hammer Throw,Bronze
"Patrick ""Pat"" O'Callaghan",M,22.0,180.0,98.0,Ireland,1928,Athletics Men's Hammer Throw,Gold
"Patrick ""Pat"" O'Callaghan",M,26.0,180.0,98.0,Ireland,1932,Athletics Men's Hammer Throw,Gold
Masayoshi Ochiai,M,22.0,,,Japan,1932,Athletics Men's Hammer Throw,
Noboru Okamoto,M,23.0,178.0,90.0,Japan,1960,Athletics Men's Hammer Throw,
Noboru Okamoto,M,27.0,178.0,90.0,Japan,1964,Athletics Men's Hammer Throw,
Yoshio Okita,M,25.0,,,Japan,1928,Athletics Men's Hammer Throw,
Carl Robert Olsson,M,25.0,,,Sweden,1908,Athletics Men's Hammer Throw,
Carl Robert Olsson,M,29.0,,,Sweden,1912,Athletics Men's Hammer Throw,
Carl Robert Olsson,M,37.0,,,Sweden,1920,Athletics Men's Hammer Throw,
Guillermo Armando Orozco Valera,M,22.0,182.0,106.0,Cuba,1980,Athletics Men's Hammer Throw,
Andr Osterberger,M,31.0,,,France,1952,Athletics Men's Hammer Throw,
Loris Paoluzzi,M,22.0,194.0,126.0,Italy,1996,Athletics Men's Hammer Throw,
Loris Paoluzzi,M,26.0,194.0,126.0,Italy,2000,Athletics Men's Hammer Throw,
Alexandros Papadimitriou,M,23.0,185.0,115.0,Greece,1996,Athletics Men's Hammer Throw,
Alexandros Papadimitriou,M,27.0,185.0,115.0,Greece,2000,Athletics Men's Hammer Throw,
Alexandros Papadimitriou,M,31.0,185.0,115.0,Greece,2004,Athletics Men's Hammer Throw,
Alexandros Papadimitriou,M,35.0,185.0,115.0,Greece,2008,Athletics Men's Hammer Throw,
Alexandros Papadimitriou,M,39.0,185.0,115.0,Greece,2012,Athletics Men's Hammer Throw,
James Parker,M,28.0,182.0,111.0,United States,2004,Athletics Men's Hammer Throw,
Krisztin Pars,M,22.0,188.0,116.0,Hungary,2004,Athletics Men's Hammer Throw,
Krisztin Pars,M,26.0,188.0,116.0,Hungary,2008,Athletics Men's Hammer Throw,
Krisztin Pars,M,30.0,188.0,116.0,Hungary,2012,Athletics Men's Hammer Throw,Gold
Krisztin Pars,M,34.0,188.0,116.0,Hungary,2016,Athletics Men's Hammer Throw,
Andrew Howard Payne,M,33.0,184.0,105.0,Great Britain,1964,Athletics Men's Hammer Throw,
Andrew Howard Payne,M,37.0,184.0,105.0,Great Britain,1968,Athletics Men's Hammer Throw,
Andrew Howard Payne,M,41.0,184.0,105.0,Great Britain,1972,Athletics Men's Hammer Throw,
Maciej Payszko,M,22.0,186.0,112.0,Poland,2000,Athletics Men's Hammer Throw,
Claus Peter,M,20.0,183.0,88.0,Germany,1960,Athletics Men's Hammer Throw,
Johan Petter Pettersson,M,35.0,179.0,104.0,Finland,1920,Athletics Men's Hammer Throw,
Bergur Ingi Petursson,M,22.0,190.0,125.0,Iceland,2008,Athletics Men's Hammer Throw,
Darwin Pieyra,M,26.0,185.0,100.0,Uruguay,1972,Athletics Men's Hammer Throw,
Raphal Piolanti,M,24.0,182.0,103.0,France,1992,Athletics Men's Hammer Throw,
Raphal Piolanti,M,28.0,182.0,103.0,France,1996,Athletics Men's Hammer Throw,
Vladyslav Yuriyovych Piskunov,M,22.0,183.0,106.0,Ukraine,2000,Athletics Men's Hammer Throw,
Vladyslav Yuriyovych Piskunov,M,26.0,183.0,106.0,Ukraine,2004,Athletics Men's Hammer Throw,
Klaus-Dieter Ploghaus,M,28.0,186.0,110.0,West Germany,1984,Athletics Men's Hammer Throw,Bronze
Edoardo Podberschek,M,27.0,183.0,114.0,Italy,1976,Athletics Men's Hammer Throw,
Armando Poggioli,M,39.0,170.0,,Italy,1928,Athletics Men's Hammer Throw,
Armando Poggioli,M,44.0,170.0,,Italy,1932,Athletics Men's Hammer Throw,
Khristos Polykhroniou,M,24.0,186.0,105.0,Greece,1996,Athletics Men's Hammer Throw,
Khristos Polykhroniou,M,28.0,186.0,105.0,Greece,2000,Athletics Men's Hammer Throw,
"David Kenneth ""Dave"" Popejoy",M,24.0,181.0,111.0,United States,1996,Athletics Men's Hammer Throw,
"Frans Wilhelm ""Ville"" Prhl (Horneman-)",M,34.0,182.0,97.5,Finland,1932,Athletics Men's Hammer Throw,Silver
"Frans Wilhelm ""Ville"" Prhl (Horneman-)",M,38.0,182.0,97.5,Finland,1936,Athletics Men's Hammer Throw,
Lorenzo Povegliano,M,27.0,185.0,110.0,Italy,2012,Athletics Men's Hammer Throw,
Vladimir Prikhodko,M,28.0,189.0,102.0,France,1972,Athletics Men's Hammer Throw,
"Kreimir ""Kreo"" Rai",M,24.0,185.0,100.0,Yugoslavia,1956,Athletics Men's Hammer Throw,
"Kreimir ""Kreo"" Rai",M,28.0,185.0,100.0,Yugoslavia,1960,Athletics Men's Hammer Throw,
Mykola Mykolaiovych Redkin,M,24.0,185.0,99.0,Soviet Union,1952,Athletics Men's Hammer Throw,
Stuart Rendell,M,28.0,187.0,120.0,Australia,2000,Athletics Men's Hammer Throw,
Stuart Rendell,M,32.0,187.0,120.0,Australia,2004,Athletics Men's Hammer Throw,
Karl-Hans Riehm,M,21.0,187.0,112.0,West Germany,1972,Athletics Men's Hammer Throw,
Karl-Hans Riehm,M,25.0,187.0,112.0,West Germany,1976,Athletics Men's Hammer Throw,
Karl-Hans Riehm,M,33.0,187.0,112.0,West Germany,1984,Athletics Men's Hammer Throw,Silver
Gerhard Gunther Rodehau,M,29.0,179.0,115.0,East Germany,1988,Athletics Men's Hammer Throw,
Ralph Waldo Rose,M,20.0,195.0,115.0,United States,1904,Athletics Men's Hammer Throw,Bronze
Ralph Waldo Rose,M,28.0,195.0,115.0,United States,1912,Athletics Men's Hammer Throw,
William John Alfred Rowe,M,23.0,175.0,61.0,United States,1936,Athletics Men's Hammer Throw,
Roman Rozna,M,24.0,190.0,110.0,Moldova,2000,Athletics Men's Hammer Throw,
Roman Rozna,M,28.0,190.0,110.0,Moldova,2004,Athletics Men's Hammer Throw,
Roman Rozna,M,32.0,190.0,110.0,Moldova,2008,Athletics Men's Hammer Throw,
Artem Borysovych Rubanko,M,30.0,191.0,106.0,Ukraine,2004,Athletics Men's Hammer Throw,
Artem Borysovych Rubanko,M,34.0,191.0,106.0,Ukraine,2008,Athletics Men's Hammer Throw,
Artem Borysovych Rubanko,M,38.0,191.0,106.0,Ukraine,2012,Athletics Men's Hammer Throw,
Vasily Vasilyevich Rudenkov,M,29.0,187.0,96.0,Soviet Union,1960,Athletics Men's Hammer Throw,Gold
Tadeusz Rut,M,25.0,183.0,90.0,Poland,1956,Athletics Men's Hammer Throw,
Tadeusz Rut,M,28.0,183.0,90.0,Poland,1960,Athletics Men's Hammer Throw,Bronze
Tadeusz Rut,M,33.0,183.0,90.0,Poland,1964,Athletics Men's Hammer Throw,
"Patrick James ""Paddy"" Ryan",M,39.0,188.0,113.0,United States,1920,Athletics Men's Hammer Throw,Gold
Jochen Sachse,M,23.0,193.0,112.0,East Germany,1972,Athletics Men's Hammer Throw,Silver
Jochen Sachse,M,27.0,193.0,112.0,East Germany,1976,Athletics Men's Hammer Throw,
Christoph Sahner,M,20.0,180.0,103.0,West Germany,1984,Athletics Men's Hammer Throw,
Christoph Sahner,M,24.0,180.0,103.0,West Germany,1988,Athletics Men's Hammer Throw,
Robert Camille Saint-P,M,24.0,,,France,1924,Athletics Men's Hammer Throw,
Anatoly Vasilyevich Samotsvetov,M,23.0,183.0,107.0,Soviet Union,1956,Athletics Men's Hammer Throw,Bronze
Anatoly Vasilyevich Samotsvetov,M,27.0,183.0,107.0,Soviet Union,1960,Athletics Men's Hammer Throw,
Alberto Snchez Escobar,M,23.0,178.0,106.0,Cuba,1996,Athletics Men's Hammer Throw,
Savvas Saritzoglou,M,21.0,188.0,109.0,Greece,1992,Athletics Men's Hammer Throw,
Roberto Sawyers Furtado,M,29.0,182.0,111.0,Costa Rica,2016,Athletics Men's Hammer Throw,
Walter Schmidt,M,27.0,192.0,115.0,West Germany,1976,Athletics Men's Hammer Throw,
"Albert Edward ""Al"" Schoterman",M,21.0,186.0,118.0,United States,1972,Athletics Men's Hammer Throw,
Pavel Sedlek,M,24.0,198.0,111.0,Czechoslovakia,1992,Athletics Men's Hammer Throw,
Pavel Sedlek,M,28.0,198.0,111.0,Czech Republic,1996,Athletics Men's Hammer Throw,
Pavel Sedlek,M,32.0,198.0,111.0,Czech Republic,2000,Athletics Men's Hammer Throw,
Manfred Seidel,M,26.0,186.0,115.0,East Germany,1976,Athletics Men's Hammer Throw,
Lucio Serrani,M,23.0,190.0,120.0,Italy,1984,Athletics Men's Hammer Throw,
Lucio Serrani,M,27.0,190.0,120.0,Italy,1988,Athletics Men's Hammer Throw,
Enrico Sgrulletti,M,27.0,181.0,110.0,Italy,1992,Athletics Men's Hammer Throw,
Enrico Sgrulletti,M,31.0,181.0,110.0,Italy,1996,Athletics Men's Hammer Throw,
Anatoly Yefimovich Shchuplyakov,M,30.0,191.0,97.0,Soviet Union,1968,Athletics Men's Hammer Throw,
Benjamin Franklin Sherman,M,27.0,180.0,91.0,United States,1908,Athletics Men's Hammer Throw,
Benjamin Franklin Sherman,M,31.0,180.0,91.0,United States,1912,Athletics Men's Hammer Throw,
Vasily Viktorovich Sidorenko,M,35.0,185.0,109.0,Russia,1996,Athletics Men's Hammer Throw,
Vasily Viktorovich Sidorenko,M,39.0,185.0,109.0,Russia,2000,Athletics Men's Hammer Throw,
Yuriy Heorhiyovych Siedykh,M,21.0,185.0,106.0,Soviet Union,1976,Athletics Men's Hammer Throw,Gold
Yuriy Heorhiyovych Siedykh,M,25.0,185.0,106.0,Soviet Union,1980,Athletics Men's Hammer Throw,Gold
Yuriy Heorhiyovych Siedykh,M,33.0,185.0,106.0,Soviet Union,1988,Athletics Men's Hammer Throw,Silver
William Silen Dineen,M,23.0,191.0,118.0,Puerto Rico,1972,Athletics Men's Hammer Throw,
Nat Singh Somnath,M,,,,India,1948,Athletics Men's Hammer Throw,
Ossian Esaias Skild,M,34.0,188.0,110.0,Sweden,1924,Athletics Men's Hammer Throw,
Ossian Esaias Skild,M,38.0,188.0,110.0,Sweden,1928,Athletics Men's Hammer Throw,Silver
Ossian Esaias Skild,M,43.0,188.0,110.0,Sweden,1932,Athletics Men's Hammer Throw,
Andriy Bohdanovych Skvaruk,M,29.0,186.0,106.0,Ukraine,1996,Athletics Men's Hammer Throw,
Andriy Bohdanovych Skvaruk,M,33.0,186.0,106.0,Ukraine,2000,Athletics Men's Hammer Throw,
"Alexander David ""Alex"" Smith",M,24.0,183.0,115.0,Great Britain,2012,Athletics Men's Hammer Throw,
"David ""Dave"" Smith",M,26.0,193.0,115.0,Great Britain,1988,Athletics Men's Hammer Throw,
David W. Smith,M,21.0,193.0,110.0,Great Britain,1996,Athletics Men's Hammer Throw,
Zdzisaw Smoliski,M,21.0,178.0,106.0,Poland,1964,Athletics Men's Hammer Throw,
David Immanuel Sderberg,M,25.0,185.0,96.0,Finland,2004,Athletics Men's Hammer Throw,
David Immanuel Sderberg,M,32.0,185.0,96.0,Finland,2012,Athletics Men's Hammer Throw,
David Immanuel Sderberg,M,36.0,185.0,96.0,Finland,2016,Athletics Men's Hammer Throw,
Sven Einar Axel Sderqvist,M,26.0,,,Sweden,1948,Athletics Men's Hammer Throw,
Igors Sokolovs,M,33.0,187.0,107.0,Latvia,2008,Athletics Men's Hammer Throw,
Igors Sokolovs,M,37.0,187.0,107.0,Latvia,2012,Athletics Men's Hammer Throw,
Oleksiy Mykolaiovych Sokyrskiy,M,27.0,185.0,108.0,Ukraine,2012,Athletics Men's Hammer Throw,
Song Gyo-Sik,M,,,,South Korea,1956,Athletics Men's Hammer Throw,
