Date,Longitude,Latitude
2016:005:02:05:00.0729,-24.1067,15.409483333333334
2016:005:02:46:40.0724,-24.049435,15.334095
2016:005:03:28:20.0730,-23.991411666666668,15.258008333333333
2016:005:04:10:00.0706,-23.935928333333333,15.183745
2016:005:04:51:40.0832,-23.878426666666666,15.109866666666667
2016:005:05:33:20.0789,-23.82475,15.033275
2016:005:06:15:00.0724,-23.768835,14.956833333333334
2016:005:06:56:40.0790,-23.713481666666667,14.882235
2016:005:07:38:20.0706,-23.642221666666668,14.847021666666667
2016:005:08:20:00.0780,-23.55349,14.867886666666667
2016:005:09:01:40.0835,-23.495278333333335,14.895306666666666
2016:005:09:43:20.0740,-23.495833333333334,14.898136666666666
2016:005:10:25:00.0796,-23.495795,14.898115
2016:005:11:06:40.0691,-23.494668333333333,14.89273
2016:005:11:48:20.0736,-23.47534,14.765988333333333
2016:005:12:30:00.0792,-23.456605,14.66313
2016:005:13:11:40.0738,-23.43957,14.571556666666666
2016:005:13:53:21.0805,-23.417428333333334,14.448955
2016:005:14:35:02.0722,-23.39187666666667,14.326873333333333
2016:005:15:16:42.0759,-23.367635,14.202688333333333
2016:005:15:58:22.0737,-23.346521666666668,14.082168333333334
2016:005:16:40:02.0814,-23.32406,13.961666666666666
2016:005:17:21:42.0663,-23.302525,13.837086666666666
2016:005:18:03:22.0785,-23.278405,13.71316
2016:005:18:45:02.0781,-23.255701666666667,13.59227
2016:005:19:26:42.0809,-23.230331666666668,13.46938
2016:005:20:08:22.0812,-23.206366666666668,13.343675
2016:005:20:50:02.0839,-23.183635,13.221260000000001
2016:005:21:31:42.0715,-23.159666666666666,13.100296666666667
2016:005:22:13:22.0731,-23.138631666666665,12.978193333333333
2016:005:22:55:02.0768,-23.116873333333334,12.857306666666666
2016:005:23:36:42.0814,-23.095321666666667,12.736158333333334
2016:006:00:00:00.0775,-23.082141666666665,12.670095
2016:006:00:41:40.0694,-23.059113333333332,12.547011666666666
2016:006:01:23:20.0742,-23.037565,12.425183333333333
2016:006:02:05:00.0750,-23.016915,12.304395
2016:006:02:46:40.0807,-22.99455,12.184586666666666
2016:006:03:28:20.0725,-22.972113333333333,12.062846666666667
2016:006:04:10:00.0743,-22.949185,11.941351666666666
2016:006:04:51:40.0731,-22.924174999999998,11.822778333333334
2016:006:05:33:20.0848,-22.900595,11.703995
2016:006:06:15:00.0815,-22.878598333333333,11.583586666666667
2016:006:06:56:40.0814,-22.85708,11.459143333333333
2016:006:07:38:20.0832,-22.836055,11.335131666666667
2016:006:08:20:00.0707,-22.814038333333333,11.21134
2016:006:09:01:40.0765,-22.791671666666666,11.089148333333334
2016:006:09:43:20.0826,-22.770025,10.967283333333333
2016:006:10:25:00.0736,-22.74642,10.845226666666667
2016:006:11:06:40.0714,-22.723121666666668,10.722853333333333
2016:006:11:48:20.0752,-22.701155,10.599508333333333
2016:006:12:30:00.0724,-22.678685,10.481436666666667
2016:006:13:11:40.0753,-22.65351,10.363175
2016:006:13:53:23.0825,-22.629101666666667,10.242531666666666
2016:006:14:35:03.0809,-22.609016666666665,10.12095
2016:006:15:16:43.0730,-22.586796666666668,10.001716666666667
2016:006:15:58:23.0712,-22.56563166666667,9.882693333333334
2016:006:16:40:03.0736,-22.543125,9.76315
2016:006:17:21:43.0656,-22.522936666666666,9.64246
2016:006:18:03:23.0718,-22.501991666666665,9.522771666666667
2016:006:18:45:03.0679,-22.479313333333334,9.405456666666666
2016:006:19:26:43.0832,-22.455788333333334,9.286191666666667
2016:006:20:08:24.0697,-22.43301,9.169908333333334
2016:006:20:50:04.0808,-22.412163333333332,9.053913333333334
2016:006:21:31:44.0753,-22.39131666666667,8.936525
2016:006:22:13:24.0777,-22.370525,8.815441666666667
2016:006:22:55:04.0725,-22.349061666666667,8.694425
2016:006:23:36:44.0813,-22.327711666666666,8.575928333333334
2016:007:00:00:00.0843,-22.31574833333333,8.509151666666666
2016:007:00:41:40.0713,-22.294018333333334,8.388653333333334
2016:007:01:23:20.0753,-22.272703333333332,8.268566666666667
2016:007:02:05:00.0774,-22.24863,8.149483333333333
2016:007:02:46:40.0785,-22.228638333333333,8.029638333333333
2016:007:03:28:20.0765,-22.20612,7.908433333333333
2016:007:04:10:00.0706,-22.183056666666666,7.7865866666666665
2016:007:04:51:40.0778,-22.162121666666668,7.66725
2016:007:05:33:20.0868,-22.140928333333335,7.549663333333333
2016:007:06:15:00.0799,-22.117376666666665,7.428351666666667
2016:007:06:56:40.0729,-22.094445,7.308396666666667
2016:007:07:38:21.0820,-22.069823333333332,7.192571666666667
2016:007:08:20:02.0749,-22.051126666666665,7.072641666666667
2016:007:09:01:42.0810,-22.032766666666667,6.952613333333334
2016:007:09:43:22.0691,-22.011905,6.833345
2016:007:10:25:02.0740,-21.987261666666665,6.714708333333333
2016:007:11:06:42.0751,-21.962273333333332,6.5950516666666665
2016:007:11:48:22.0850,-21.941475,6.476863333333333
2016:007:12:30:02.0750,-21.921061666666667,6.360185
2016:007:13:11:42.0759,-21.900568333333332,6.2402516666666665
2016:007:13:53:25.0800,-21.87725,6.116896666666666
2016:007:14:35:05.0739,-21.855555,5.9959766666666665
2016:007:15:16:45.0770,-21.833483333333334,5.875046666666667
2016:007:15:58:25.0782,-21.809731666666668,5.750601666666666
2016:007:16:40:05.0664,-21.78886333333333,5.628118333333333
2016:007:17:21:45.0756,-21.76568333333333,5.506766666666667
2016:007:18:03:25.0797,-21.741995,5.38469
2016:007:18:45:05.0762,-21.719858333333335,5.262005
2016:007:19:26:45.0787,-21.695551666666667,5.137755
2016:007:20:08:25.0781,-21.671248333333335,5.0145583333333335
2016:007:20:50:05.0753,-21.649021666666666,4.89152
2016:007:21:31:47.0857,-21.628608333333332,4.76658
2016:007:22:13:27.0860,-21.608235,4.642558333333334
2016:007:22:55:07.0856,-21.588113333333332,4.518153333333333
2016:007:23:36:47.0762,-21.565335,4.393353333333334
2016:008:00:00:00.0761,-21.552591666666668,4.324605
2016:008:00:41:40.0701,-21.529485,4.204945
2016:008:01:23:20.0692,-21.507201666666667,4.084573333333333
2016:008:02:05:00.0814,-21.486883333333335,3.965805
2016:008:02:46:40.0775,-21.466658333333335,3.8491466666666665
2016:008:03:28:20.0767,-21.445133333333334,3.7326733333333335
2016:008:04:10:00.0799,-21.42337,3.61668
2016:008:04:51:40.0801,-21.401391666666665,3.4993616666666667
2016:008:05:33:20.0702,-21.379926666666666,3.384063333333333
2016:008:06:15:00.0753,-21.35889166666667,3.2685
2016:008:06:56:40.0785,-21.33513,3.152325
2016:008:07:38:20.0808,-21.31581,3.03581
2016:008:08:20:00.0849,-21.296365,2.9202933333333334
2016:008:09:01:40.0720,-21.275125,2.805633333333333
2016:008:09:43:20.0771,-21.253525,2.6897583333333333
2016:008:10:25:00.0797,-21.23389,2.5775216666666667
2016:008:11:06:40.0801,-21.212523333333333,2.4625866666666667
2016:008:11:48:20.0779,-21.19129,2.3469233333333333
2016:008:12:30:00.0817,-21.169838333333335,2.23319
2016:008:13:11:40.0704,-21.15066,2.11757
2016:008:13:53:20.0771,-21.13007,2.0013083333333332
2016:008:14:35:00.0818,-21.108991666666668,1.8864883333333333
2016:008:15:16:40.0735,-21.087231666666668,1.7706766666666667
2016:008:15:58:20.0834,-21.06680666666667,1.6565333333333334
2016:008:16:40:00.0681,-21.045386666666666,1.5393866666666667
2016:008:17:21:40.0792,-21.024111666666666,1.42018
2016:008:18:03:20.0774,-21.002643333333335,1.3020733333333334
2016:008:18:45:00.0826,-20.980073333333333,1.1854633333333333
2016:008:19:26:40.0790,-20.958521666666666,1.065715
2016:008:20:08:20.0694,-20.9377,0.9474316666666667
2016:008:20:50:00.0827,-20.917038333333334,0.834325
2016:008:21:31:40.0717,-20.894816666666667,0.7194383333333333
2016:008:22:13:20.0824,-20.872485,0.6020333333333333
2016:008:22:55:00.0745,-20.85063,0.48556000000000005
2016:008:23:36:40.0817,-20.830723333333335,0.36938333333333334
2016:009:00:00:00.0820,-20.82014,0.30294000000000004
2016:009:00:41:40.0719,-20.799398333333333,0.18543833333333334
2016:009:01:23:20.0850,-20.777535,0.06837666666666667
2016:009:02:05:01.0792,-20.75526,-0.047585
2016:009:02:46:41.0695,-20.73516,-0.16575333333333334
2016:009:03:28:21.0857,-20.71334166666667,-0.28379
2016:009:04:10:01.0836,-20.690331666666665,-0.40114833333333333
2016:009:04:51:41.0855,-20.671238333333335,-0.51681
2016:009:05:33:21.0787,-20.651585,-0.63508
2016:009:06:15:01.0699,-20.627546666666667,-0.7547233333333333
2016:009:06:56:41.0821,-20.606058333333333,-0.8734916666666667
2016:009:07:38:21.0723,-20.584498333333332,-0.9908
2016:009:08:20:01.0795,-20.56347166666667,-1.109775
2016:009:09:01:41.0856,-20.541786666666667,-1.2310316666666667
2016:009:09:43:21.0729,-20.5172,-1.3512516666666667
2016:009:10:25:01.0771,-20.495268333333332,-1.469065
2016:009:11:06:41.0834,-20.476146666666665,-1.5882283333333334
2016:009:11:48:21.0706,-20.45486,-1.7078333333333333
2016:009:12:30:01.0737,-20.43304,-1.8255400000000002
2016:009:13:11:41.0790,-20.411651666666668,-1.9420133333333334
2016:009:13:53:21.0682,-20.390385,-2.056983333333333
2016:009:14:35:01.0695,-20.369425,-2.1718216666666668
2016:009:15:16:41.0837,-20.347946666666665,-2.2874683333333334
2016:009:15:58:21.0810,-20.327106666666666,-2.4016333333333333
2016:009:16:40:01.0762,-20.307828333333333,-2.5148016666666666
2016:009:17:21:41.0786,-20.287915,-2.628261666666667
2016:009:18:03:21.0806,-20.265416666666667,-2.7419783333333334
2016:009:18:45:01.0689,-20.2428,-2.85603
2016:009:19:26:41.0773,-20.221031666666665,-2.969428333333333
2016:009:20:08:23.0770,-20.198046666666666,-3.0827833333333334
2016:009:20:50:03.0723,-20.180498333333333,-3.1991566666666666
2016:009:21:31:43.0827,-20.151303333333335,-3.312691666666667
2016:009:22:13:23.0779,-20.133595,-3.429946666666667
2016:009:22:55:03.0891,-20.11766666666667,-3.5466233333333332
2016:009:23:36:43.0754,-20.098741666666665,-3.662888333333333
2016:010:00:00:00.0826,-20.088591666666666,-3.7273666666666667
2016:010:00:41:40.0758,-20.06984,-3.8434633333333332
2016:010:01:23:20.0841,-20.049765,-3.9595833333333332
2016:010:02:05:01.0834,-20.02678,-4.075241666666667
2016:010:02:46:41.0828,-20.004521666666665,-4.1915716666666665
2016:010:03:28:21.0821,-19.983285,-4.307548333333333
2016:010:04:10:01.0803,-19.961191666666668,-4.42243
2016:010:04:51:41.0777,-19.94243833333333,-4.536151666666667
2016:010:05:33:21.0741,-19.923166666666667,-4.651316666666666
2016:010:06:15:01.0742,-19.898706666666666,-4.7661
2016:010:06:56:41.0715,-19.876433333333335,-4.879823333333333
2016:010:07:38:21.0767,-19.854931666666666,-4.994091666666667
2016:010:08:20:01.0749,-19.835825,-5.109285
2016:010:09:01:41.0803,-19.814688333333333,-5.224071666666667
2016:010:09:43:21.0835,-19.79265,-5.339006666666666
2016:010:10:25:01.0815,-19.769698333333334,-5.453845
2016:010:11:06:41.0739,-19.746846666666666,-5.568485
2016:010:11:48:21.0841,-19.7284,-5.683635
2016:010:12:30:01.0789,-19.709968333333332,-5.797288333333333
2016:010:13:11:42.0740,-19.690483333333333,-5.911503333333333
2016:010:13:53:22.0842,-19.670791666666666,-6.026935
2016:010:14:35:02.0786,-19.651001666666666,-6.140743333333333
2016:010:15:16:42.0708,-19.631005000000002,-6.254438333333333
2016:010:15:58:22.0799,-19.610211666666668,-6.364906666666666
2016:010:16:40:02.0702,-19.589716666666668,-6.476746666666667
2016:010:17:21:42.0816,-19.568908333333333,-6.5891850000000005
2016:010:18:03:22.0829,-19.546483333333335,-6.70167
2016:010:18:45:02.0781,-19.526301666666665,-6.814521666666667
2016:010:19:26:42.0800,-19.50505666666667,-6.929308333333333
2016:010:20:08:22.0712,-19.48431666666667,-7.043141666666667
2016:010:20:50:02.0754,-19.461033333333333,-7.158066666666667
2016:010:21:31:42.0768,-19.440268333333332,-7.272315
2016:010:22:13:22.0721,-19.420331666666666,-7.387005
2016:010:22:55:02.0764,-19.400048333333334,-7.503946666666667
2016:010:23:36:42.0757,-19.378485,-7.620448333333333
2016:011:00:00:00.0740,-19.367015,-7.6853066666666665
2016:011:00:41:40.0834,-19.346681666666665,-7.801188333333333
2016:011:01:23:20.0796,-19.325003333333335,-7.914995
2016:011:02:05:00.0839,-19.3032,-8.028928333333333
2016:011:02:46:40.0781,-19.283925,-8.143738333333333
2016:011:03:28:20.0764,-19.261275,-8.258523333333333
2016:011:04:10:00.0706,-19.240733333333335,-8.37303
2016:011:04:51:40.0838,-19.218993333333334,-8.486853333333332
2016:011:05:33:20.0781,-19.198123333333335,-8.600795
2016:011:06:15:00.0832,-19.177195,-8.71627
2016:011:06:56:40.0853,-19.154981666666668,-8.833536666666667
2016:011:07:38:20.0834,-19.131936666666668,-8.948936666666667
2016:011:08:20:00.0796,-19.11166,-9.064451666666667
2016:011:09:01:40.0777,-19.092041666666667,-9.179648333333333
2016:011:09:43:20.0738,-19.07237,-9.295988333333334
2016:011:10:25:00.0689,-19.048695,-9.412863333333334
2016:011:11:06:40.0853,-19.026095,-9.530368333333334
2016:011:11:48:20.0833,-19.004875,-9.647898333333334
2016:011:12:30:00.0788,-18.981756666666666,-9.767638333333334
2016:011:13:11:43.0783,-18.957876666666667,-9.8854
2016:011:13:53:23.0738,-18.937685,-10.00475
2016:011:14:35:03.0740,-18.917341666666665,-10.124263333333333
2016:011:15:16:43.0832,-18.896888333333333,-10.245041666666667
2016:011:15:58:23.0814,-18.874145,-10.365763333333334
2016:011:16:40:03.0797,-18.85,-10.48697
2016:011:17:21:43.0769,-18.826253333333334,-10.609168333333333
2016:011:18:03:23.0790,-18.802406666666666,-10.730195
2016:011:18:45:03.0722,-18.780073333333334,-10.853235
2016:011:19:26:43.0813,-18.758883333333333,-10.97491
2016:011:20:08:23.0715,-18.73548,-11.096446666666667
2016:011:20:50:03.0736,-18.713333333333335,-11.218968333333333
2016:011:21:31:43.0727,-18.691393333333334,-11.338733333333334
2016:011:22:13:23.0849,-18.670163333333335,-11.457821666666666
2016:011:22:55:03.0737,-18.649665,-11.578665
2016:011:23:36:43.0770,-18.62757,-11.696018333333333
2016:012:00:00:00.0749,-18.614171666666667,-11.760898333333333
2016:012:00:41:40.0771,-18.590215,-11.877945
2016:012:01:23:20.0759,-18.568608333333334,-11.995708333333333
2016:012:02:05:02.0853,-18.547713333333334,-12.113401666666666
2016:012:02:46:42.0813,-18.526691666666668,-12.227525
2016:012:03:28:22.0754,-18.506653333333333,-12.341385
2016:012:04:10:02.0803,-18.487563333333334,-12.45582
2016:012:04:51:42.0852,-18.466465,-12.569781666666668
2016:012:05:33:22.0730,-18.445443333333333,-12.683043333333334
2016:012:06:15:02.0789,-18.424308333333332,-12.798348333333333
2016:012:06:56:42.0795,-18.402685,-12.912251666666666
2016:012:07:38:22.0769,-18.380981666666667,-13.027426666666667
2016:012:08:20:02.0825,-18.358405,-13.14153
2016:012:09:01:42.0863,-18.335558333333335,-13.254133333333334
2016:012:09:43:22.0761,-18.314095000000002,-13.367555
2016:012:10:25:02.0757,-18.297835,-13.481466666666666
2016:012:11:06:42.0735,-18.27829,-13.597451666666666
2016:012:11:48:22.0724,-18.251768333333334,-13.714131666666667
2016:012:12:30:02.0680,-18.23023166666667,-13.831381666666667
2016:012:13:11:46.0686,-18.208,-13.949046666666666
2016:012:13:53:27.0691,-18.185325,-14.066971666666667
2016:012:14:35:07.0808,-18.164311666666666,-14.184805
2016:012:15:16:47.0745,-18.14384666666667,-14.302301666666667
2016:012:15:58:27.0844,-18.120078333333332,-14.420263333333333
2016:012:16:40:07.0821,-18.097215,-14.537221666666667
2016:012:17:21:47.0832,-18.074483333333333,-14.651195
2016:012:18:03:27.0829,-18.052888333333332,-14.76506
2016:012:18:45:07.0827,-18.033398333333334,-14.878693333333333
2016:012:19:26:47.0826,-18.012218333333333,-14.993928333333333
2016:012:20:08:27.0835,-17.993471666666668,-15.091346666666666
2016:012:20:50:07.0845,-17.970185,-15.208023333333333
2016:012:21:31:47.0845,-17.94870166666667,-15.32777
2016:012:22:13:27.0701,-17.930643333333332,-15.435566666666666
2016:012:22:55:07.0800,-17.90742,-15.551595
2016:012:23:36:47.0740,-17.881715,-15.6661
2016:013:00:00:00.0827,-17.870495,-15.731288333333334
2016:013:00:41:40.0746,-17.849796666666666,-15.848035
2016:013:01:23:20.0764,-17.829361666666667,-15.96362
2016:013:02:05:00.0770,-17.807035,-16.080513333333332
2016:013:02:46:40.0744,-17.786331666666666,-16.197175
2016:013:03:28:20.0709,-17.763838333333332,-16.314508333333333
2016:013:04:10:00.0814,-17.739876666666667,-16.431645
2016:013:04:51:40.0780,-17.716648333333332,-16.550603333333335
2016:013:05:33:20.0847,-17.693661666666667,-16.67013
2016:013:06:15:00.0771,-17.672748333333335,-16.788433333333334
2016:013:06:56:40.0833,-17.649933333333333,-16.906408333333335
2016:013:07:38:20.0755,-17.62472,-17.026841666666666
2016:013:08:20:00.0780,-17.605233333333334,-17.14726
2016:013:09:01:40.0861,-17.583673333333333,-17.266321666666666
2016:013:09:43:20.0728,-17.561113333333335,-17.384293333333332
2016:013:10:25:00.0729,-17.538733333333333,-17.501011666666667
2016:013:11:06:40.0733,-17.515621666666668,-17.618033333333333
2016:013:11:48:20.0708,-17.490916666666667,-17.736323333333335
2016:013:12:30:00.0742,-17.471915,-17.857035
2016:013:13:11:45.0706,-17.450166666666668,-17.976258333333334
2016:013:15:04:07.0731,-17.386448333333334,-18.29463833333333
2016:013:15:45:47.0666,-17.362946666666666,-18.41534
2016:013:16:27:27.0813,-17.340873333333334,-18.53539
2016:013:17:09:07.0779,-17.319496666666666,-18.65593833333333
2016:013:17:50:47.0735,-17.294661666666666,-18.778515
2016:013:18:32:27.0851,-17.267706666666665,-18.89892
2016:013:19:14:07.0819,-17.247066666666665,-19.018275
2016:013:19:55:47.0797,-17.224886666666666,-19.137136666666667
2016:013:20:37:27.0815,-17.200276666666667,-19.252628333333334
2016:013:21:19:07.0702,-17.179066666666667,-19.371798333333334
2016:013:22:00:47.0848,-17.157925,-19.490685
2016:013:22:42:27.0825,-17.134215,-19.60765
2016:013:23:24:07.0781,-17.109633333333335,-19.72356
2016:014:00:00:00.0744,-17.090186666666668,-19.824995
2016:014:00:41:40.0710,-17.06902,-19.943408333333334
2016:014:01:23:20.0814,-17.047533333333334,-20.060466666666667
2016:014:02:05:01.0802,-17.023991666666667,-20.180545
2016:014:02:46:41.0725,-16.999773333333334,-20.300885
2016:014:03:28:21.0770,-16.976428333333335,-20.420648333333332
2016:014:04:10:01.0824,-16.953715,-20.54099666666667
2016:014:04:51:41.0739,-16.929261666666665,-20.664575
2016:014:05:33:21.0793,-16.90161833333333,-20.78644
2016:014:06:15:01.0838,-16.87891,-20.908791666666666
2016:014:06:56:41.0852,-16.85684,-21.031193333333334
2016:014:07:38:22.0737,-16.832026666666668,-21.152701666666665
2016:014:08:20:02.0741,-16.810108333333332,-21.272143333333332
2016:014:09:01:42.0735,-16.787876666666666,-21.3895
2016:014:09:43:22.0750,-16.765688333333333,-21.507406666666668
2016:014:10:25:02.0775,-16.743775,-21.625291666666666
2016:014:11:06:42.0810,-16.718698333333332,-21.741421666666668
2016:014:11:48:22.0673,-16.694908333333334,-21.85814166666667
2016:014:12:30:02.0688,-16.673583333333333,-21.975523333333335
2016:014:13:11:42.0677,-16.65248,-22.091481666666667
2016:014:13:53:22.0695,-16.628536666666665,-22.20854
2016:014:14:35:02.0690,-16.604736666666668,-22.327155
2016:014:15:16:42.0685,-16.581621666666667,-22.445378333333334
2016:014:15:58:22.0830,-16.557835,-22.565383333333333
2016:014:16:40:02.0826,-16.533106666666665,-22.685055
2016:014:17:21:42.0811,-16.512223333333335,-22.803645
2016:014:18:03:22.0817,-16.490311666666667,-22.920933333333334
2016:014:18:45:02.0822,-16.46514833333333,-23.037403333333334
2016:014:19:26:42.0856,-16.439981666666668,-23.155573333333333
2016:014:20:08:22.0732,-16.416755,-23.275333333333332
2016:014:20:50:02.0758,-16.393843333333333,-23.398191666666666
2016:014:21:31:42.0772,-16.370208333333334,-23.520675
2016:014:22:13:22.0807,-16.345075,-23.644001666666668
2016:014:22:55:02.0792,-16.321845,-23.76516
2016:014:23:36:42.0786,-16.296065,-23.887591666666665
2016:015:00:00:00.0725,-16.281663333333334,-23.955983333333332
2016:015:00:41:40.0739,-16.25583,-24.081928333333334
2016:015:01:23:20.0734,-16.233183333333333,-24.206583333333334
2016:015:02:05:01.0789,-16.207,-24.328648333333334
2016:015:02:46:41.0783,-16.183408333333333,-24.452178333333332
2016:015:03:28:21.0788,-16.161031666666666,-24.571858333333335
2016:015:04:10:01.0772,-16.135418333333334,-24.689583333333335
2016:015:04:51:41.0758,-16.11094,-24.810468333333333
2016:015:05:33:21.0772,-16.088376666666665,-24.932366666666667
2016:015:06:15:01.0757,-16.064416666666666,-25.051026666666665
2016:015:06:56:41.0722,-16.038783333333335,-25.16845
2016:015:07:38:21.0716,-16.014596666666666,-25.286486666666665
2016:015:08:20:01.0820,-15.992036666666667,-25.401286666666667
2016:015:09:01:41.0795,-15.96894,-25.515263333333333
2016:015:09:43:21.0780,-15.94843,-25.63242
2016:015:10:25:01.0776,-15.926351666666667,-25.74813
